Category,State,Year,Month,Value(thousand megawatthours),state_year_month
Net generation small-scale solar photovoltaic , Washington ,2015,2,2.17579, Washington 20152
Net generation small-scale solar photovoltaic , Washington ,2015,1,1.2383, Washington 20151
Net generation small-scale solar photovoltaic , Washington ,2014,12,1.02162, Washington 201412
Net generation small-scale solar photovoltaic , Washington ,2014,11,1.09037, Washington 201411
Net generation small-scale solar photovoltaic , Washington ,2014,10,2.09211, Washington 201410
Net generation small-scale solar photovoltaic , Washington ,2014,9,3.24229, Washington 20149
Net generation small-scale solar photovoltaic , Washington ,2014,8,3.65241, Washington 20148
Net generation small-scale solar photovoltaic , Washington ,2014,7,3.73145, Washington 20147
Net generation small-scale solar photovoltaic , Washington ,2014,6,3.15843, Washington 20146
Net generation small-scale solar photovoltaic , Washington ,2014,5,3.00961, Washington 20145
Net generation small-scale solar photovoltaic , Washington ,2014,4,2.62857, Washington 20144
Net generation small-scale solar photovoltaic , Washington ,2014,3,1.85635, Washington 20143
Net generation small-scale solar photovoltaic , Washington ,2014,2,1.36798, Washington 20142
Net generation small-scale solar photovoltaic , Washington ,2014,1,0.78737, Washington 20141
Net generation small-scale solar photovoltaic , West North Central (total) ,2017,7,17.31273, West North Central (total) 20177
Net generation small-scale solar photovoltaic , West North Central (total) ,2017,6,16.16996, West North Central (total) 20176
Net generation small-scale solar photovoltaic , West North Central (total) ,2017,5,15.73227, West North Central (total) 20175
Net generation small-scale solar photovoltaic , West North Central (total) ,2017,4,14.35829, West North Central (total) 20174
Net generation small-scale solar photovoltaic , West North Central (total) ,2017,3,12.57501, West North Central (total) 20173
Net generation small-scale solar photovoltaic , West North Central (total) ,2017,2,9.11111, West North Central (total) 20172
Net generation small-scale solar photovoltaic , West North Central (total) ,2017,1,7.39767, West North Central (total) 20171
Net generation small-scale solar photovoltaic , West North Central (total) ,2016,12,6.71764, West North Central (total) 201612
Net generation small-scale solar photovoltaic , West North Central (total) ,2016,11,7.45579, West North Central (total) 201611
Net generation small-scale solar photovoltaic , West North Central (total) ,2016,10,9.31644, West North Central (total) 201610
Net generation small-scale solar photovoltaic , West North Central (total) ,2016,9,11.1591, West North Central (total) 20169
Net generation small-scale solar photovoltaic , West North Central (total) ,2016,8,12.40019, West North Central (total) 20168
Net generation small-scale solar photovoltaic , West North Central (total) ,2016,7,12.85624, West North Central (total) 20167
Net generation small-scale solar photovoltaic , West North Central (total) ,2016,6,12.10671, West North Central (total) 20166
Net generation small-scale solar photovoltaic , West North Central (total) ,2016,5,11.72079, West North Central (total) 20165
Net generation small-scale solar photovoltaic , West North Central (total) ,2016,4,10.68946, West North Central (total) 20164
Net generation small-scale solar photovoltaic , West North Central (total) ,2016,3,9.32929, West North Central (total) 20163
Net generation small-scale solar photovoltaic , West North Central (total) ,2016,2,6.94137, West North Central (total) 20162
Net generation small-scale solar photovoltaic , West North Central (total) ,2016,1,5.85391, West North Central (total) 20161
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,12,5.01448, West North Central (total) 201512
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,11,5.53774, West North Central (total) 201511
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,10,6.9042, West North Central (total) 201510
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,9,8.15724, West North Central (total) 20159
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,8,9.0922, West North Central (total) 20158
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,8,9.0922, West North Central (total) 20158
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,8,9.0922, West North Central (total) 20158
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,8,9.0922, West North Central (total) 20158
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,8,9.0922, West North Central (total) 20158
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,8,9.0922, West North Central (total) 20158
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,8,9.0922, West North Central (total) 20158
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,8,9.0922, West North Central (total) 20158
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,7,9.49933, West North Central (total) 20157
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,7,9.49933, West North Central (total) 20157
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,7,9.49933, West North Central (total) 20157
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,7,9.49933, West North Central (total) 20157
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,7,9.49933, West North Central (total) 20157
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,7,9.49933, West North Central (total) 20157
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,7,9.49933, West North Central (total) 20157
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,7,9.49933, West North Central (total) 20157
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,6,8.8676, West North Central (total) 20156
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,6,8.8676, West North Central (total) 20156
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,6,8.8676, West North Central (total) 20156
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,6,8.8676, West North Central (total) 20156
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,6,8.8676, West North Central (total) 20156
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,6,8.8676, West North Central (total) 20156
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,6,8.8676, West North Central (total) 20156
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,6,8.8676, West North Central (total) 20156
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,5,8.62284, West North Central (total) 20155
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,5,8.62284, West North Central (total) 20155
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,5,8.62284, West North Central (total) 20155
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,5,8.62284, West North Central (total) 20155
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,5,8.62284, West North Central (total) 20155
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,5,8.62284, West North Central (total) 20155
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,5,8.62284, West North Central (total) 20155
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,5,8.62284, West North Central (total) 20155
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,4,7.89708, West North Central (total) 20154
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,4,7.89708, West North Central (total) 20154
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,4,7.89708, West North Central (total) 20154
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,4,7.89708, West North Central (total) 20154
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,4,7.89708, West North Central (total) 20154
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,4,7.89708, West North Central (total) 20154
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,4,7.89708, West North Central (total) 20154
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,4,7.89708, West North Central (total) 20154
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,3,7.03304, West North Central (total) 20153
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,3,7.03304, West North Central (total) 20153
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,3,7.03304, West North Central (total) 20153
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,3,7.03304, West North Central (total) 20153
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,3,7.03304, West North Central (total) 20153
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,3,7.03304, West North Central (total) 20153
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,3,7.03304, West North Central (total) 20153
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,3,7.03304, West North Central (total) 20153
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,2,5.1314, West North Central (total) 20152
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,2,5.1314, West North Central (total) 20152
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,2,5.1314, West North Central (total) 20152
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,2,5.1314, West North Central (total) 20152
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,2,5.1314, West North Central (total) 20152
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,2,5.1314, West North Central (total) 20152
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,2,5.1314, West North Central (total) 20152
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,2,5.1314, West North Central (total) 20152
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,1,4.52597, West North Central (total) 20151
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,1,4.52597, West North Central (total) 20151
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,1,4.52597, West North Central (total) 20151
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,1,4.52597, West North Central (total) 20151
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,1,4.52597, West North Central (total) 20151
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,1,4.52597, West North Central (total) 20151
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,1,4.52597, West North Central (total) 20151
Net generation small-scale solar photovoltaic , West North Central (total) ,2015,1,4.52597, West North Central (total) 20151
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,12,4.34205, West North Central (total) 201412
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,12,4.34205, West North Central (total) 201412
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,12,4.34205, West North Central (total) 201412
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,12,4.34205, West North Central (total) 201412
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,12,4.34205, West North Central (total) 201412
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,12,4.34205, West North Central (total) 201412
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,12,4.34205, West North Central (total) 201412
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,12,4.34205, West North Central (total) 201412
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,11,4.8171, West North Central (total) 201411
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,11,4.8171, West North Central (total) 201411
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,11,4.8171, West North Central (total) 201411
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,11,4.8171, West North Central (total) 201411
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,11,4.8171, West North Central (total) 201411
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,11,4.8171, West North Central (total) 201411
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,11,4.8171, West North Central (total) 201411
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,11,4.8171, West North Central (total) 201411
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,10,5.9557, West North Central (total) 201410
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,10,5.9557, West North Central (total) 201410
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,10,5.9557, West North Central (total) 201410
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,10,5.9557, West North Central (total) 201410
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,10,5.9557, West North Central (total) 201410
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,10,5.9557, West North Central (total) 201410
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,10,5.9557, West North Central (total) 201410
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,10,5.9557, West North Central (total) 201410
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,9,7.00869, West North Central (total) 20149
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,9,7.00869, West North Central (total) 20149
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,9,7.00869, West North Central (total) 20149
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,9,7.00869, West North Central (total) 20149
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,9,7.00869, West North Central (total) 20149
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,9,7.00869, West North Central (total) 20149
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,9,7.00869, West North Central (total) 20149
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,9,7.00869, West North Central (total) 20149
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,8,7.66857, West North Central (total) 20148
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,8,7.66857, West North Central (total) 20148
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,8,7.66857, West North Central (total) 20148
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,8,7.66857, West North Central (total) 20148
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,8,7.66857, West North Central (total) 20148
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,8,7.66857, West North Central (total) 20148
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,8,7.66857, West North Central (total) 20148
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,8,7.66857, West North Central (total) 20148
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,7,7.78486, West North Central (total) 20147
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,7,7.78486, West North Central (total) 20147
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,7,7.78486, West North Central (total) 20147
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,7,7.78486, West North Central (total) 20147
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,7,7.78486, West North Central (total) 20147
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,7,7.78486, West North Central (total) 20147
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,7,7.78486, West North Central (total) 20147
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,7,7.78486, West North Central (total) 20147
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,6,6.93215, West North Central (total) 20146
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,6,6.93215, West North Central (total) 20146
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,6,6.93215, West North Central (total) 20146
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,6,6.93215, West North Central (total) 20146
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,6,6.93215, West North Central (total) 20146
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,6,6.93215, West North Central (total) 20146
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,6,6.93215, West North Central (total) 20146
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,6,6.93215, West North Central (total) 20146
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,5,6.25323, West North Central (total) 20145
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,5,6.25323, West North Central (total) 20145
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,5,6.25323, West North Central (total) 20145
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,5,6.25323, West North Central (total) 20145
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,5,6.25323, West North Central (total) 20145
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,5,6.25323, West North Central (total) 20145
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,5,6.25323, West North Central (total) 20145
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,5,6.25323, West North Central (total) 20145
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,4,5.23674, West North Central (total) 20144
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,4,5.23674, West North Central (total) 20144
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,4,5.23674, West North Central (total) 20144
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,4,5.23674, West North Central (total) 20144
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,4,5.23674, West North Central (total) 20144
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,4,5.23674, West North Central (total) 20144
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,4,5.23674, West North Central (total) 20144
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,4,5.23674, West North Central (total) 20144
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,3,4.41209, West North Central (total) 20143
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,3,4.41209, West North Central (total) 20143
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,3,4.41209, West North Central (total) 20143
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,3,4.41209, West North Central (total) 20143
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,3,4.41209, West North Central (total) 20143
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,3,4.41209, West North Central (total) 20143
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,3,4.41209, West North Central (total) 20143
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,3,4.41209, West North Central (total) 20143
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,2,3.05337, West North Central (total) 20142
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,2,3.05337, West North Central (total) 20142
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,2,3.05337, West North Central (total) 20142
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,2,3.05337, West North Central (total) 20142
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,2,3.05337, West North Central (total) 20142
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,2,3.05337, West North Central (total) 20142
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,2,3.05337, West North Central (total) 20142
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,2,3.05337, West North Central (total) 20142
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,1,2.49304, West North Central (total) 20141
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,1,2.49304, West North Central (total) 20141
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,1,2.49304, West North Central (total) 20141
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,1,2.49304, West North Central (total) 20141
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,1,2.49304, West North Central (total) 20141
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,1,2.49304, West North Central (total) 20141
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,1,2.49304, West North Central (total) 20141
Net generation small-scale solar photovoltaic , West North Central (total) ,2014,1,2.49304, West North Central (total) 20141
Net generation small-scale solar photovoltaic , West South Central (total) ,2017,7,67.8674, West South Central (total) 20177
Net generation small-scale solar photovoltaic , West South Central (total) ,2017,6,64.13042, West South Central (total) 20176
Net generation small-scale solar photovoltaic , West South Central (total) ,2017,5,65.18444, West South Central (total) 20175
Net generation small-scale solar photovoltaic , West South Central (total) ,2017,4,59.75469, West South Central (total) 20174
Net generation small-scale solar photovoltaic , West South Central (total) ,2017,3,52.87971, West South Central (total) 20173
Net generation small-scale solar photovoltaic , West South Central (total) ,2017,2,35.69759, West South Central (total) 20172
Net generation small-scale solar photovoltaic , West South Central (total) ,2017,1,32.93215, West South Central (total) 20171
Net generation small-scale solar photovoltaic , West South Central (total) ,2016,12,30.04728, West South Central (total) 201612
Net generation small-scale solar photovoltaic , West South Central (total) ,2016,11,31.68874, West South Central (total) 201611
Net generation small-scale solar photovoltaic , West South Central (total) ,2016,10,36.60968, West South Central (total) 201610
Net generation small-scale solar photovoltaic , West South Central (total) ,2016,9,37.79823, West South Central (total) 20169
Net generation small-scale solar photovoltaic , West South Central (total) ,2016,8,41.68433, West South Central (total) 20168
Net generation small-scale solar photovoltaic , West South Central (total) ,2016,7,42.20865, West South Central (total) 20167
Net generation small-scale solar photovoltaic , West South Central (total) ,2016,6,39.78455, West South Central (total) 20166
Net generation small-scale solar photovoltaic , West South Central (total) ,2016,5,39.13464, West South Central (total) 20165
Net generation small-scale solar photovoltaic , West South Central (total) ,2016,4,35.58789, West South Central (total) 20164
Net generation small-scale solar photovoltaic , West South Central (total) ,2016,3,30.8087, West South Central (total) 20163
Net generation small-scale solar photovoltaic , West South Central (total) ,2016,2,24.16701, West South Central (total) 20162
Net generation small-scale solar photovoltaic , West South Central (total) ,2016,1,21.64759, West South Central (total) 20161
Net generation small-scale solar photovoltaic , West South Central (total) ,2015,12,21.13805, West South Central (total) 201512
Net generation small-scale solar photovoltaic , West South Central (total) ,2015,11,22.37064, West South Central (total) 201511
Net generation small-scale solar photovoltaic , West South Central (total) ,2015,10,26.28004, West South Central (total) 201510
Net generation small-scale solar photovoltaic , West South Central (total) ,2015,9,25.46182, West South Central (total) 20159
Net generation small-scale solar photovoltaic , West South Central (total) ,2015,8,28.2906, West South Central (total) 20158
Net generation small-scale solar photovoltaic , West South Central (total) ,2015,8,28.2906, West South Central (total) 20158
Net generation small-scale solar photovoltaic , West South Central (total) ,2015,8,28.2906, West South Central (total) 20158
Net generation small-scale solar photovoltaic , West South Central (total) ,2015,8,28.2906, West South Central (total) 20158
Net generation small-scale solar photovoltaic , West South Central (total) ,2015,8,28.2906, West South Central (total) 20158
Net generation small-scale solar photovoltaic , West South Central (total) ,2015,7,28.01243, West South Central (total) 20157
Net generation small-scale solar photovoltaic , West South Central (total) ,2015,7,28.01243, West South Central (total) 20157
Net generation small-scale solar photovoltaic , West South Central (total) ,2015,7,28.01243, West South Central (total) 20157
Net generation small-scale solar photovoltaic , West South Central (total) ,2015,7,28.01243, West South Central (total) 20157
Net generation small-scale solar photovoltaic , West South Central (total) ,2015,7,28.01243, West South Central (total) 20157
Net generation small-scale solar photovoltaic , West South Central (total) ,2015,6,26.4333, West South Central (total) 20156
Net generation small-scale solar photovoltaic , West South Central (total) ,2015,6,26.4333, West South Central (total) 20156
Net generation small-scale solar photovoltaic , West South Central (total) ,2015,6,26.4333, West South Central (total) 20156
Net generation small-scale solar photovoltaic , West South Central (total) ,2015,6,26.4333, West South Central (total) 20156
Net generation small-scale solar photovoltaic , West South Central (total) ,2015,6,26.4333, West South Central (total) 20156
Net generation small-scale solar photovoltaic , West South Central (total) ,2015,5,25.50081, West South Central (total) 20155
Net generation small-scale solar photovoltaic , West South Central (total) ,2015,5,25.50081, West South Central (total) 20155
Net generation small-scale solar photovoltaic , West South Central (total) ,2015,5,25.50081, West South Central (total) 20155
Net generation small-scale solar photovoltaic , West South Central (total) ,2015,5,25.50081, West South Central (total) 20155
Net generation small-scale solar photovoltaic , West South Central (total) ,2015,5,25.50081, West South Central (total) 20155
Net generation small-scale solar photovoltaic , West South Central (total) ,2015,4,23.41569, West South Central (total) 20154
Net generation small-scale solar photovoltaic , West South Central (total) ,2015,4,23.41569, West South Central (total) 20154
Net generation small-scale solar photovoltaic , West South Central (total) ,2015,4,23.41569, West South Central (total) 20154
Net generation small-scale solar photovoltaic , West South Central (total) ,2015,4,23.41569, West South Central (total) 20154
Net generation small-scale solar photovoltaic , West South Central (total) ,2015,4,23.41569, West South Central (total) 20154
Net generation small-scale solar photovoltaic , West South Central (total) ,2015,3,20.64317, West South Central (total) 20153
Net generation small-scale solar photovoltaic , West South Central (total) ,2015,3,20.64317, West South Central (total) 20153
Net generation small-scale solar photovoltaic , West South Central (total) ,2015,3,20.64317, West South Central (total) 20153
Net generation small-scale solar photovoltaic , West South Central (total) ,2015,3,20.64317, West South Central (total) 20153
Net generation small-scale solar photovoltaic , West South Central (total) ,2015,3,20.64317, West South Central (total) 20153
Net generation small-scale solar photovoltaic , West South Central (total) ,2015,2,15.88811, West South Central (total) 20152
Net generation small-scale solar photovoltaic , West South Central (total) ,2015,2,15.88811, West South Central (total) 20152
Net generation small-scale solar photovoltaic , West South Central (total) ,2015,2,15.88811, West South Central (total) 20152
Net generation small-scale solar photovoltaic , West South Central (total) ,2015,2,15.88811, West South Central (total) 20152
Net generation small-scale solar photovoltaic , West South Central (total) ,2015,2,15.88811, West South Central (total) 20152
Net generation small-scale solar photovoltaic , West South Central (total) ,2015,1,15.09091, West South Central (total) 20151
Net generation small-scale solar photovoltaic , West South Central (total) ,2015,1,15.09091, West South Central (total) 20151
Net generation small-scale solar photovoltaic , West South Central (total) ,2015,1,15.09091, West South Central (total) 20151
Net generation small-scale solar photovoltaic , West South Central (total) ,2015,1,15.09091, West South Central (total) 20151
Net generation small-scale solar photovoltaic , West South Central (total) ,2015,1,15.09091, West South Central (total) 20151
Net generation small-scale solar photovoltaic , West South Central (total) ,2014,12,15.59336, West South Central (total) 201412
Net generation small-scale solar photovoltaic , West South Central (total) ,2014,12,15.59336, West South Central (total) 201412
Net generation small-scale solar photovoltaic , West South Central (total) ,2014,12,15.59336, West South Central (total) 201412
Net generation small-scale solar photovoltaic , West South Central (total) ,2014,12,15.59336, West South Central (total) 201412
Net generation small-scale solar photovoltaic , West South Central (total) ,2014,12,15.59336, West South Central (total) 201412
Net generation small-scale solar photovoltaic , West South Central (total) ,2014,11,15.68298, West South Central (total) 201411
Net generation small-scale solar photovoltaic , West South Central (total) ,2014,11,15.68298, West South Central (total) 201411
Net generation small-scale solar photovoltaic , West South Central (total) ,2014,11,15.68298, West South Central (total) 201411
Net generation small-scale solar photovoltaic , West South Central (total) ,2014,11,15.68298, West South Central (total) 201411
Net generation small-scale solar photovoltaic , West South Central (total) ,2014,11,15.68298, West South Central (total) 201411
Net generation small-scale solar photovoltaic , West South Central (total) ,2014,10,17.72479, West South Central (total) 201410
Net generation small-scale solar photovoltaic , West South Central (total) ,2014,10,17.72479, West South Central (total) 201410
Net generation small-scale solar photovoltaic , West South Central (total) ,2014,10,17.72479, West South Central (total) 201410
Net generation small-scale solar photovoltaic , West South Central (total) ,2014,10,17.72479, West South Central (total) 201410
Net generation small-scale solar photovoltaic , West South Central (total) ,2014,10,17.72479, West South Central (total) 201410
Net generation small-scale solar photovoltaic , West South Central (total) ,2014,9,18.33705, West South Central (total) 20149
Net generation small-scale solar photovoltaic , West South Central (total) ,2014,9,18.33705, West South Central (total) 20149
Net generation small-scale solar photovoltaic , West South Central (total) ,2014,9,18.33705, West South Central (total) 20149
Net generation small-scale solar photovoltaic , West South Central (total) ,2014,9,18.33705, West South Central (total) 20149
Net generation small-scale solar photovoltaic , West South Central (total) ,2014,9,18.33705, West South Central (total) 20149
Net generation small-scale solar photovoltaic , West South Central (total) ,2014,8,20.6317, West South Central (total) 20148
Net generation small-scale solar photovoltaic , West South Central (total) ,2014,8,20.6317, West South Central (total) 20148
Net generation small-scale solar photovoltaic , West South Central (total) ,2014,8,20.6317, West South Central (total) 20148
Net generation small-scale solar photovoltaic , West South Central (total) ,2014,8,20.6317, West South Central (total) 20148
Net generation small-scale solar photovoltaic , West South Central (total) ,2014,8,20.6317, West South Central (total) 20148
Net generation small-scale solar photovoltaic , West South Central (total) ,2014,7,19.57378, West South Central (total) 20147
Net generation small-scale solar photovoltaic , West South Central (total) ,2014,7,19.57378, West South Central (total) 20147
Net generation small-scale solar photovoltaic , West South Central (total) ,2014,7,19.57378, West South Central (total) 20147
Net generation small-scale solar photovoltaic , West South Central (total) ,2014,7,19.57378, West South Central (total) 20147
Net generation small-scale solar photovoltaic , West South Central (total) ,2014,7,19.57378, West South Central (total) 20147
Net generation small-scale solar photovoltaic , West South Central (total) ,2014,6,18.58269, West South Central (total) 20146
Net generation small-scale solar photovoltaic , West South Central (total) ,2014,6,18.58269, West South Central (total) 20146
Net generation small-scale solar photovoltaic , West South Central (total) ,2014,6,18.58269, West South Central (total) 20146
Net generation small-scale solar photovoltaic , West South Central (total) ,2014,6,18.58269, West South Central (total) 20146
Net generation small-scale solar photovoltaic , West South Central (total) ,2014,6,18.58269, West South Central (total) 20146
Net generation small-scale solar photovoltaic , West South Central (total) ,2014,5,18.36758, West South Central (total) 20145
Net generation small-scale solar photovoltaic , West South Central (total) ,2014,5,18.36758, West South Central (total) 20145
Net generation small-scale solar photovoltaic , West South Central (total) ,2014,5,18.36758, West South Central (total) 20145
Net generation small-scale solar photovoltaic , West South Central (total) ,2014,5,18.36758, West South Central (total) 20145
