State,Year,Month,Net generation other renewables (total)  (thousand megawatthours),Average retail price of electricity (cents per KWH),Retail sales of electricity (million kilowatthours),Revenue from retail sales of electricity total(million dollars),Revenue from retail sales of electricity residential (million dollars),Total consumption coal (thousand tons),Total consumption petroleum liquid (thousand barrels),Total consumption  natural gas (thousand Mcf),unqid
Alaska,2014,8,22.21233,20.57,142.04618,88.8816,29.22264,42.496,81.689,2536.234,2014_8_Alaska
Alaska,2014,7,25.91487,20.73,144.44048,88.43238,29.94556,44.032,94.512,2728.068,2014_7_Alaska
Alaska,2014,6,24.63764,20.47,141.51773,85.39568,28.9756,46.371,57.51,2866.109,2014_6_Alaska
Alaska,2014,5,14.80081,20.17,143.66,84.67427,28.97133,52.192,86.912,2668.041,2014_5_Alaska
Alaska,2014,4,23.76088,18.29,158.55721,81.84926,29.00316,58.542,101.758,2512.157,2014_4_Alaska
Alaska,2014,3,14.80289,17.91,194.89508,91.60209,34.91431,62.738,108.647,2734.137,2014_3_Alaska
Alaska,2014,2,7.11171,17.88,181.99379,88.60192,32.54128,62.273,110.792,2738.187,2014_2_Alaska
Alaska,2014,1,11.26568,17.49,229.64759,98.11932,40.15477,65.873,117.623,2964.757,2014_1_Alaska
Alaska,2013,12,14.67016,18.04,231.08887,103.67788,41.67692,35.724,137.888,3254.984,2013_12_Alaska
Alaska,2013,11,14.54358,18.27,180.4613,89.28706,32.97147,36.091,120.712,2917.25,2013_11_Alaska
Alaska,2013,10,14.82329,17.86,165.8968,82.52414,29.63682,35.314,92.64,2457.423,2013_10_Alaska
Alaska,2013,9,20.30772,18.4,147.88886,78.83753,27.21689,35.382,97.983,2531.25,2013_9_Alaska
Alaska,2013,8,22.32237,18.62,145.47442,81.24433,27.09071,34.869,83.822,2588.933,2013_8_Alaska
Alaska,2013,7,20.58168,19.2,143.70419,81.78324,27.59298,36.323,85.893,2711.427,2013_7_Alaska
Alaska,2013,6,22.60484,18.44,139.04203,76.97486,25.63757,36.207,89.027,2595.711,2013_6_Alaska
Alaska,2013,5,14.69399,18.45,161.17311,83.20649,29.73447,21.157,121.991,2729.764,2013_5_Alaska
Alaska,2013,4,11.92682,18.45,175.57885,86.96387,32.40075,20.438,118.714,2754.524,2013_4_Alaska
Alaska,2013,3,10.91623,17.88,191.64404,87.61666,34.26381,36.434,104.671,2971.092,2013_3_Alaska
Alaska,2013,2,19.23589,17.5,187.18702,85.04706,32.75593,35.29,101.223,2827.025,2013_2_Alaska
Alaska,2013,1,10.69441,17.12,234.82652,96.18378,40.2023,36.397,152.089,3604.302,2013_1_Alaska
Alaska,2012,12,6.7385,17.06,236.47167,99.77026,40.33496,39.037,179.839,2989.332,2012_12_Alaska
Alaska,2012,11,null,17.1,199.41358,88.40511,34.10909,37.432,111.395,3573.405,2012_11_Alaska
Alaska,2012,10,5.6912,17.82,164.46467,83.66631,29.30643,32.287,105.229,3306.671,2012_10_Alaska
Alaska,2012,9,4.76942,17.34,150.40817,75.94608,26.07648,36.834,138.076,2969.7,2012_9_Alaska
Alaska,2012,8,2.18593,19.07,149.80395,83.50051,28.56612,36.421,161.751,3267.99,2012_8_Alaska
Alaska,2012,7,3.04232,19.44,150.69339,84.38226,29.29607,36.721,175.184,3103.787,2012_7_Alaska
Alaska,2012,6,1.9038,18.1,147.79547,76.07302,26.75748,35.264,108.894,2928.415,2012_6_Alaska
Alaska,2012,5,2.44768,18.43,149.70899,80.57236,27.58654,30.814,132.271,3187.509,2012_5_Alaska
Alaska,2012,4,2.18499,17.64,169.84208,81.83258,29.95885,33.9,91.545,3411.729,2012_4_Alaska
Alaska,2012,3,2.20694,17.97,188.56164,93.76434,33.88682,35.603,166.634,3518.45,2012_3_Alaska
Alaska,2012,2,1.58723,17.44,217.10814,94.81273,37.86253,35.623,106.781,3468.508,2012_2_Alaska
Alaska,2012,1,null,18.04,235.92423,105.05567,42.56234,37.291,137.17,4032.914,2012_1_Alaska
Alaska,2011,12,1.79261,17.89,227.49592,96.94676,40.69493,39.323,153.249,3736.725,2011_12_Alaska
Alaska,2011,11,1.9001,17.93,199.06078,91.1304,35.68843,38.536,156.271,3579.29,2011_11_Alaska
Alaska,2011,10,1.46011,18.2,162.22874,83.98423,29.53109,24.478,170.041,3366.621,2011_10_Alaska
Alaska,2011,9,1.06151,18.34,149.35908,79.56158,27.38655,34.185,95.306,3465.481,2011_9_Alaska
Alaska,2011,8,1.77208,18.42,149.46951,80.40781,27.53925,40.493,89.872,3407.279,2011_8_Alaska
Alaska,2011,7,1.60699,18.92,147.50472,79.47532,27.90552,39.99,91.532,3206.087,2011_7_Alaska
Alaska,2011,6,1.41457,18.02,140.44818,75.63106,25.31205,31.025,90.035,3135.312,2011_6_Alaska
Alaska,2011,5,1.26448,17.61,152.37752,76.42916,26.82814,27.875,94.863,3278.836,2011_5_Alaska
Alaska,2011,4,0.71046,17.44,168.73054,81.51973,29.43378,32.582,89.927,3703.346,2011_4_Alaska
Alaska,2011,3,1.78981,16.77,203.60799,89.05654,34.14458,32.595,138.62,3563.994,2011_3_Alaska
Alaska,2011,2,0.34987,16.54,196.26862,86.09181,32.47204,34.204,162.786,3362.66,2011_2_Alaska
Alaska,2011,1,0.60995,16.42,237.87038,95.7421,39.06885,34.079,184.361,3932.128,2011_1_Alaska
Alaska,2010,12,0.80486,16.04,234.7487,91.61936,37.66448,37.739,218.839,3628.435,2010_12_Alaska
Alaska,2010,11,1.10605,16.57,185.26095,80.69249,30.7053,39.47,118.934,3009.672,2010_11_Alaska
Alaska,2010,10,1.82427,16.1,165.09217,73.41332,26.57922,36.997,106.395,3517.043,2010_10_Alaska
Alaska,2010,9,1.77175,15.65,145.50475,70.58629,22.7743,34.693,85.608,3068.884,2010_9_Alaska
Alaska,2010,8,2.51748,16.63,153.06046,73.69043,25.44819,30.141,97.074,3312.31,2010_8_Alaska
Alaska,2010,7,1.84213,16.78,148.93598,71.93335,24.98395,36.278,94.417,2981.51,2010_7_Alaska
Alaska,2010,6,1.9015,16.64,140.69822,69.95815,23.4083,35.707,81.462,2720.824,2010_6_Alaska
Alaska,2010,5,1.72589,16.79,152.24949,72.67834,25.55578,21.376,98.081,3466.81,2010_5_Alaska
Alaska,2010,4,1.91397,16.3,164.50767,74.91827,26.8095,21.867,128.033,3583.309,2010_4_Alaska
Alaska,2010,3,1.7458,16.12,189.99548,79.21028,30.63496,41.256,142.671,3458.842,2010_3_Alaska
Alaska,2010,2,0.95546,16.12,187.65482,77.96764,30.24317,37.553,162.095,3210.127,2010_2_Alaska
Alaska,2010,1,0.80222,15.76,225.50832,85.59429,35.53305,36.751,201.564,3774.008,2010_1_Alaska
Alaska,2009,12,0.77807,16.27,222.13407,87.68492,36.1387,39.528,170.933,4021.686,2009_12_Alaska
Alaska,2009,11,1.62548,16.7,187.91793,81.69545,31.3801,37.489,166.628,3497.033,2009_11_Alaska
Alaska,2009,10,1.06404,16.85,165.47232,75.10825,27.88024,39.198,84.367,3222.532,2009_10_Alaska
Alaska,2009,9,1.89059,17.34,146.57147,73.45197,25.41409,36.433,89.334,2972.052,2009_9_Alaska
Alaska,2009,8,1.92189,17.09,145.33114,72.76815,24.83859,36.476,140.988,2708.461,2009_8_Alaska
Alaska,2009,7,1.90218,17.97,146.3733,75.70531,26.30304,36.892,146.027,2980.048,2009_7_Alaska
Alaska,2009,6,1.56547,17.7,142.62851,73.04179,25.24029,34.559,125.073,2994.91,2009_6_Alaska
Alaska,2009,5,0.60629,17.61,151.62271,73.49373,26.7049,37.882,124.127,2983.472,2009_5_Alaska
Alaska,2009,4,0.62176,17.02,168.55867,75.36853,28.68929,26.186,209.859,2884.417,2009_4_Alaska
Alaska,2009,3,0.61351,17.31,191.3558,80.8423,33.11556,37.594,196.222,3233.98,2009_3_Alaska
Alaska,2009,2,0.46561,16.93,200.9707,81.6185,34.03176,37.171,186.799,2980.694,2009_2_Alaska
Alaska,2009,1,0.48353,17.39,248.45638,95.43189,43.20736,37.141,267.318,3599.046,2009_1_Alaska
Alaska,2008,12,0.27393,16.23,218.06927,83.50233,35.39712,36.81,219.407,3817.423,2008_12_Alaska
Alaska,2008,11,0.43263,16.55,192.11627,79.96639,31.80099,35.756,127.146,3874.983,2008_11_Alaska
Alaska,2008,10,0.3427,16.64,167.16525,75.70457,27.82361,36.463,106.146,3725.187,2008_10_Alaska
Alaska,2008,9,0.41325,17.06,148.62144,74.15034,25.35848,35.54,92.099,3716.169,2008_9_Alaska
Alaska,2008,8,0.45777,17.32,146.49653,74.81861,25.36957,36.523,88.208,3741.343,2008_8_Alaska
Alaska,2008,7,0.46021,17.85,146.38534,74.68086,26.12764,36.025,89.377,3702.485,2008_7_Alaska
Alaska,2008,6,0.5054,16.8,142.65747,69.23341,23.96871,34.229,86.608,3048.065,2008_6_Alaska
Alaska,2008,5,0.4936,17.55,154.04247,75.312,27.03346,35.998,132.948,3205.441,2008_5_Alaska
Alaska,2008,4,0.42023,17.38,169.28178,77.72585,29.42178,33.642,124.284,3195.549,2008_4_Alaska
Alaska,2008,3,0.4086,15.9,191.58651,77.77241,30.46363,35.991,119.622,3706.502,2008_3_Alaska
Alaska,2008,2,0.26097,15.55,214.49321,83.01539,33.35921,34.764,187.029,3523.219,2008_2_Alaska
Alaska,2008,1,0.28041,15.27,238.89547,86.35432,36.4707,35.487,201.246,3942.764,2008_1_Alaska
Alaska,2007,12,1.11936,15.57,214.29288,84.34185,33.36801,39.535,185.721,3382.619,2007_12_Alaska
Alaska,2007,11,1.0869,15.05,184.91814,71.78736,27.82179,38.368,158.31,3777.754,2007_11_Alaska
Alaska,2007,10,1.05917,15.82,163.04325,70.36753,25.79888,30.639,177.925,3905.23,2007_10_Alaska
Alaska,2007,9,0.54768,15.44,147.43311,65.43191,22.76236,35.238,150.368,3508.415,2007_9_Alaska
Alaska,2007,8,0.63184,15.84,148.41966,68.6459,23.5092,31.592,185.752,3095.804,2007_8_Alaska
Alaska,2007,7,0.96168,15.86,143.64802,66.2236,22.78513,29.296,145.709,3149.804,2007_7_Alaska
Alaska,2007,6,1.00018,15.35,142.63927,61.91189,21.8936,23.559,113.717,3180.395,2007_6_Alaska
Alaska,2007,5,1.03965,15.02,149.8426,62.24751,22.50929,38.836,100.836,3099.493,2007_5_Alaska
Alaska,2007,4,1.0567,14.6,177.745,66.70176,25.95172,36.379,115.124,3197.76,2007_4_Alaska
Alaska,2007,3,0.80714,14.99,204.96132,73.85548,30.72331,39.523,187.525,3538.873,2007_3_Alaska
Alaska,2007,2,0.74788,14.58,198.91438,70.28546,29.00414,34.015,94.707,3234.892,2007_2_Alaska
Alaska,2007,1,1.17141,14.6,238.59836,78.67077,34.84557,37.164,121.908,3830.18,2007_1_Alaska
Alaska,2006,12,0.70886,15.05,225.48999,78.51996,33.94549,35.69058,102.63195,4028.96907,2006_12_Alaska
Alaska,2006,11,0.68447,15.02,193.58817,70.77206,29.06931,32.274,117.48114,3947.15926,2006_11_Alaska
Alaska,2006,10,0.62132,14.92,160.75842,62.497,23.98678,34.63632,97.3468,3616.27366,2006_10_Alaska
Alaska,2006,9,0.52318,15.31,151.99181,62.80825,23.2631,33.6556,88.9522,3237.46988,2006_9_Alaska
Alaska,2006,8,0.58973,16.05,146.79793,65.40476,23.56131,35.7684,130.92894,3740.55016,2006_8_Alaska
Alaska,2006,7,0.57766,15.94,146.26712,63.33217,23.31744,36.05955,120.73368,3799.85573,2006_7_Alaska
Alaska,2006,6,0.45397,15.47,144.79681,61.92527,22.40132,26.48495,103.42923,3641.10094,2006_6_Alaska
Alaska,2006,5,0.65218,15.3,149.07581,60.66138,22.80511,33.17042,103.33764,3327.12556,2006_5_Alaska
Alaska,2006,4,0.57488,14.38,175.52215,64.52588,25.23923,34.01274,109.0613,3174.00128,2006_4_Alaska
Alaska,2006,3,0.62073,14.41,192.1926,65.72764,27.69279,34.50104,97.75234,3554.45627,2006_3_Alaska
Alaska,2006,2,0.6899,13.64,208.78767,66.59322,28.4763,34.1163,98.56355,3390.24888,2006_2_Alaska
Alaska,2006,1,0.75563,13.61,224.98554,71.29641,30.61981,37.63411,149.05257,3831.21031,2006_1_Alaska
Alaska,2005,12,0.55993,14.08,213.56812,70.5047,30.06748,34.86521,140.35387,3775.7962,2005_12_Alaska
Alaska,2005,11,0.57515,13.74,192.6542,64.24004,26.46366,32.9628,113.50261,3443.22782,2005_11_Alaska
Alaska,2005,10,0.53245,13.74,159.887,58.25271,21.97198,33.74947,106.28768,3507.42081,2005_10_Alaska
Alaska,2005,9,0.51342,13.08,152.00157,54.09409,19.88482,32.79148,90.14241,3156.7639,2005_9_Alaska
Alaska,2005,8,0.51933,14.06,142.01213,55.79824,19.96648,35.25973,108.56934,3808.98181,2005_8_Alaska
Alaska,2005,7,0.47882,13.62,142.45089,54.38456,19.40445,36.29589,96.49546,3526.75791,2005_7_Alaska
Alaska,2005,6,0.47968,13.46,139.90556,51.3688,18.83683,30.02306,108.32579,2967.98114,2005_6_Alaska
Alaska,2005,5,0.49227,13.83,144.12583,53.07628,19.93322,31.11567,93.0703,2815.1723,2005_5_Alaska
Alaska,2005,4,0.44589,12.9,163.80573,53.50002,21.12539,30.95582,87.58846,2768.72035,2005_4_Alaska
Alaska,2005,3,0.44951,12.75,180.56786,55.85193,23.01916,34.19064,87.37483,3098.40984,2005_3_Alaska
Alaska,2005,2,0.38075,12.56,199.3806,58.74286,25.04322,31.45093,93.38267,2992.77911,2005_2_Alaska
Alaska,2005,1,0.41737,12.29,231.2925,63.20777,28.43531,34.75231,162.29993,3421.80084,2005_1_Alaska
Alaska,2004,12,0.74594,12.65,211.7385,61.59033,26.78859,34.15522,96.09984,3762.12969,2004_12_Alaska
Alaska,2004,11,0.74671,12.71,182.57962,55.49156,23.21131,34.46434,84.49359,3002.83744,2004_11_Alaska
Alaska,2004,10,0.75494,12.73,165.19056,52.7739,21.02944,34.40658,99.56273,2787.76386,2004_10_Alaska
Alaska,2004,9,0.73567,12.84,147.99843,50.93748,19.007,32.74872,102.46143,2998.88895,2004_9_Alaska
Alaska,2004,8,0.73968,12.6,142.78913,49.19813,17.98885,34.60315,113.7538,2960.36564,2004_8_Alaska
Alaska,2004,7,0.77774,12.79,139.87394,49.66029,17.89031,26.31925,118.03533,3317.471,2004_7_Alaska
Alaska,2004,6,0.76278,12.95,137.96546,47.71737,17.86621,32.45992,86.64049,3275.32719,2004_6_Alaska
Alaska,2004,5,0.78357,12.88,146.79193,49.49075,18.90038,32.97795,90.90181,3026.63621,2004_5_Alaska
Alaska,2004,4,0.7845,12.21,174.75439,52.08031,21.34026,32.57696,93.94185,2639.8909,2004_4_Alaska
Alaska,2004,3,0.79941,12.16,176.19321,52.03826,21.42672,33.13088,119.05618,2860.17918,2004_3_Alaska
Alaska,2004,2,0.7986,11.83,200.40558,54.41163,23.70587,32.05721,128.48826,3315.7884,2004_2_Alaska
Alaska,2004,1,0.78697,11.59,235.62425,60.618,27.30606,33.12881,153.20068,3693.53755,2004_1_Alaska
Alaska,2003,12,0.577,12.03,215.79518,57.87371,25.9596,37.274,169.098,3364.839,2003_12_Alaska
Alaska,2003,11,0.517,12.22,182.39628,52.82753,22.28863,33.111,125.762,2990.015,2003_11_Alaska
Alaska,2003,10,0.493,12.34,158.19355,48.98607,19.52322,33.457,134.486,2847.611,2003_10_Alaska
Alaska,2003,9,0.457,12.21,143.8212,46.16419,17.56691,30.571,118.382,2628.444,2003_9_Alaska
Alaska,2003,8,0.427,12.28,138.64003,46.15811,17.02166,16.005,111.424,2667.645,2003_8_Alaska
Alaska,2003,7,0.446,12.64,136.33055,46.78709,17.23047,13.855,119.486,2869.22,2003_7_Alaska
Alaska,2003,6,0.417,12.13,135.56794,43.2815,16.44795,21.152,100.529,2769.405,2003_6_Alaska
Alaska,2003,5,0.438,11.83,144.16942,44.23752,17.06004,31.325,99.993,2514.932,2003_5_Alaska
Alaska,2003,4,0.447,11.76,160.76957,45.90003,18.9066,26.374,102.028,2589.572,2003_4_Alaska
Alaska,2003,3,0.509,11.65,170.38561,47.70462,19.8558,33.217,100.989,2855.094,2003_3_Alaska
Alaska,2003,2,0.492,11.68,184.30953,49.53765,21.51821,30.869,111.146,2959.804,2003_2_Alaska
Alaska,2003,1,0.556,11.4,216.63013,54.78497,24.68592,34.336,124.483,3345.953,2003_1_Alaska
Alaska,2002,12,1.202,11.57,190.08231,49.88714,21.9838,53.455,124.777,3117.519,2002_12_Alaska
Alaska,2002,11,1.085,11.86,168.78378,47.99188,20.01822,48.642,111.003,2604.992,2002_11_Alaska
Alaska,2002,10,1.19,12.01,154.54476,46.61964,18.56814,53.079,121.568,2861.309,2002_10_Alaska
Alaska,2002,9,1.136,12.16,142.14769,45.36055,17.2831,51.444,113.598,2601.23,2002_9_Alaska
Alaska,2002,8,0.933,12.4,135.1045,45.10194,16.74894,45.505,105.951,2481.889,2002_8_Alaska
Alaska,2002,7,0.892,12.5,131.37645,44.17369,16.42141,43.614,111.459,2785.649,2002_7_Alaska
Alaska,2002,6,0.747,12.57,131.53336,44.41843,16.53489,34.867,172.946,2518.495,2002_6_Alaska
Alaska,2002,5,1.003,12.51,145.03804,46.46741,18.14034,47.963,118.497,2397.747,2002_5_Alaska
Alaska,2002,4,0.952,12.22,163.04057,48.15025,19.91958,42.124,115.49,2561.609,2002_4_Alaska
Alaska,2002,3,1.002,12.23,173.11489,49.74444,21.16749,48.094,165.97,2662.959,2002_3_Alaska
Alaska,2002,2,0.921,11.59,187.16304,50.28615,21.68808,43.177,163.509,2341.985,2002_2_Alaska
Alaska,2002,1,1.092,11.55,210.2876,53.66949,24.29502,50.057,182.379,2769.022,2002_1_Alaska
Alaska,2001,12,0.097,12.05,207.58769,57.30742,25.01935,36.282,179.722,3234.533,2001_12_Alaska
Alaska,2001,11,0.086,12.38,174.86952,51.93896,21.64778,34.531,170.617,2985.543,2001_11_Alaska
Alaska,2001,10,0.083,12.93,147.18531,48.96076,19.02676,35.67,156.714,2865.081,2001_10_Alaska
Alaska,2001,9,0.086,12.2,136.74356,44.04725,16.68315,53.76,111.081,2392.283,2001_9_Alaska
Alaska,2001,8,0.073,12.79,129.58998,45.5571,16.56907,59.117,103.62,2574.317,2001_8_Alaska
Alaska,2001,7,0.074,12.42,128.15337,43.74995,15.91971,49.973,103.199,2438.609,2001_7_Alaska
Alaska,2001,6,0.07,12.31,129.99572,43.83628,16.00034,36.466,102.675,2426.609,2001_6_Alaska
Alaska,2001,5,0.069,12.13,139.19292,43.88737,16.87912,37.199,127.691,2254.978,2001_5_Alaska
Alaska,2001,4,0.071,11.98,155.22247,46.82643,18.60043,34.252,131.679,2432.004,2001_4_Alaska
Alaska,2001,3,0.081,12.21,161.37559,48.43955,19.70613,46.751,146.022,2962.155,2001_3_Alaska
Alaska,2001,2,0.074,11.39,175.44344,48.19988,19.98851,48.087,102.591,2832.654,2001_2_Alaska
Alaska,2001,1,0.087,11.22,206.10843,51.96404,23.12865,42.425,114.748,3189.447,2001_1_Alaska
Arizona,2017,7,485.02614,12.74,4644.51283,1030.96481,591.90675,1784.377,11.026,33913.465,2017_7_Arizona
Arizona,2017,6,642.84634,12.65,4118.87259,923.98677,521.04233,1409.11,11.676,27445.36,2017_6_Arizona
Arizona,2017,5,606.16587,13.04,2739.40617,720.23009,357.30942,1196.379,7.14,18957.554,2017_5_Arizona
Arizona,2017,4,557.46647,12.49,2120.83675,564.7295,264.78788,964.79,8.24,14144.642,2017_4_Arizona
Arizona,2017,3,522.48884,11.73,2042.45184,522.77936,239.58498,1131.076,null,7550.449,2017_3_Arizona
Arizona,2017,2,324.17747,11.66,1849.59693,468.33405,215.61048,1337.849,11.388,5345.516,2017_2_Arizona
Arizona,2017,1,289.43179,11.31,2390.44968,543.40496,270.31603,1546.697,12.772,9459.378,2017_1_Arizona
Arizona,2016,12,293.36675,11.3,2259.96878,526.84567,255.28941,1655.643,6.381,9576.97,2016_12_Arizona
Arizona,2016,11,306.42069,11.66,1923.50217,501.504,224.3056,1196.354,9.822,12144.876,2016_11_Arizona
Arizona,2016,10,369.59187,12.16,2601.2135,662.27054,316.29727,1583.122,7.335,20806.266,2016_10_Arizona
Arizona,2016,9,377.06737,12.77,3222.62611,785.97678,411.68424,1596.479,6.833,28592.504,2016_9_Arizona
Arizona,2016,8,382.46173,12.56,4218.96414,953.51759,530.05722,1768.237,3.517,36059.284,2016_8_Arizona
Arizona,2016,7,479.78487,12.7,4681.67603,1030.61363,594.42625,1703.605,7.151,36512.216,2016_7_Arizona
Arizona,2016,6,456.60935,12.54,4031.56173,909.99456,505.36638,1495.157,5.833,31062.737,2016_6_Arizona
Arizona,2016,5,480.85306,12.94,2512.16209,674.59507,324.97244,1221.859,7.618,20259.812,2016_5_Arizona
Arizona,2016,4,403.28202,12.36,1961.9456,533.55676,242.43714,920.381,18.677,18622.718,2016_4_Arizona
Arizona,2016,3,375.45373,11.75,1857.0931,501.47535,218.28689,936.603,17.065,14133.97,2016_3_Arizona
Arizona,2016,2,321.18348,11.46,1958.97295,489.38394,224.53737,1084.257,3.885,12549.881,2016_2_Arizona
Arizona,2016,1,269.29645,10.9,2524.98382,547.78653,275.18123,1477.622,4.768,15271.299,2016_1_Arizona
Arizona,2015,12,279.04888,10.7,2532.52796,544.60191,271.09941,1494.225,6.35,17489.22,2015_12_Arizona
Arizona,2015,11,321.9298,11.24,1869.1322,478.7725,209.99898,1404.304,7.074,17648.152,2015_11_Arizona
Arizona,2015,10,318.57047,12.16,2555.7505,650.02087,310.70319,1709.335,6.031,24377.164,2015_10_Arizona
Arizona,2015,9,349.17531,12.69,3529.07137,838.22067,447.93731,1772.869,12.323,30919.147,2015_9_Arizona
Arizona,2015,8,418.44657,12.59,4411.632,992.09826,555.34124,1894.551,5.542,38045.139,2015_8_Arizona
Arizona,2015,7,398.32733,12.78,4222.74721,968.33791,539.57795,2040.271,1.604,33639.689,2015_7_Arizona
Arizona,2015,6,413.91782,12.71,3750.00566,875.16295,476.46158,1838.892,7.962,30515.503,2015_6_Arizona
Arizona,2015,5,424.77323,12.64,2313.43218,630.70155,292.51711,1723.141,7.157,13127.436,2015_5_Arizona
Arizona,2015,4,418.32952,12.21,1960.53157,533.05586,239.34157,1377.18,11.07,13275.825,2015_4_Arizona
Arizona,2015,3,338.84383,11.46,1976.3819,508.50331,226.54479,1549.785,6.107,9359.822,2015_3_Arizona
Arizona,2015,2,265.38543,11.52,1703.14528,446.09953,196.23428,1245.603,9.685,8647.594,2015_2_Arizona
Arizona,2015,1,188.52328,10.99,2342.84715,533.88585,257.57509,1762.211,11.383,11324.161,2015_1_Arizona
Arizona,2014,12,196.2174,10.85,2242.21574,514.00097,243.19908,1854.787,8.378,9510.359,2014_12_Arizona
Arizona,2014,11,282.37506,11.08,1842.3491,478.83809,204.18489,1729.077,9.351,14174.833,2014_11_Arizona
Arizona,2014,10,302.70349,11.9,2431.19213,623.74293,289.38178,1949.904,4.133,19861.498,2014_10_Arizona
Arizona,2014,9,336.17334,12.3,3434.42552,805.22807,422.35631,2097.669,4.037,27212.186,2014_9_Arizona
Arizona,2014,8,329.93048,12.36,3913.45251,893.15098,483.77711,2189.497,3.093,29902.795,2014_8_Arizona
Arizona,2014,7,360.47427,12.46,4377.20968,968.89619,545.57072,2185.409,7.394,31950.082,2014_7_Arizona
Arizona,2014,6,423.39386,12.36,3705.48895,844.52804,458.02733,1975.134,9.204,22798.834,2014_6_Arizona
Arizona,2014,5,421.17103,12.52,2573.54772,678.69031,322.22397,1846.636,8.633,14062.053,2014_5_Arizona
Arizona,2014,4,361.18781,11.88,1931.27201,519.66702,229.52339,1611.836,7.855,9438.757,2014_4_Arizona
Arizona,2014,3,337.04029,11.22,1791.15059,471.24612,200.87764,1771.1,32.298,5743.737,2014_3_Arizona
Arizona,2014,2,248.25266,11.13,1803.92873,451.93262,200.82328,1610.916,7.526,10275.595,2014_2_Arizona
Arizona,2014,1,241.44637,10.83,2299.84632,514.50076,249.05289,2089.041,6.342,10766.568,2014_1_Arizona
Arizona,2013,12,238.58273,10.97,2334.4926,521.91981,256.11673,2041.34,4.423,18509.003,2013_12_Arizona
Arizona,2013,11,228.48273,11.02,1766.35984,464.1406,194.63806,1824.053,12.99,11973.799,2013_11_Arizona
Arizona,2013,10,337.12823,12.01,2062.97607,556.78191,247.73242,1968.045,4.573,15398.5,2013_10_Arizona
Arizona,2013,9,248.62516,12.17,3338.68501,765.67323,406.4772,2043.5,7.637,26901.732,2013_9_Arizona
Arizona,2013,8,223.58589,12.28,4075.92048,905.73042,500.42828,2117.905,4.714,35253.938,2013_8_Arizona
Arizona,2013,7,223.8699,12.47,4370.5918,949.12052,545.20016,2106.256,5.785,35134.32,2013_7_Arizona
Arizona,2013,6,254.39826,12.15,3812.13598,837.88694,463.3484,2021.238,4.705,25794.086,2013_6_Arizona
Arizona,2013,5,245.68662,12.16,2684.36043,672.60476,326.46073,2054.424,4.798,11627.916,2013_5_Arizona
Arizona,2013,4,223.27528,11.73,1965.61359,518.42548,230.55622,1873.207,7.004,12786.774,2013_4_Arizona
Arizona,2013,3,204.29812,10.87,1940.25712,476.44055,210.93324,1731.049,10.489,9255.008,2013_3_Arizona
Arizona,2013,2,166.60589,10.69,2068.19217,468.36559,220.98709,1512.039,6.943,8874.057,2013_2_Arizona
