State,Year,Month,Net generation other renewables (total)  (thousand megawatthours),Average retail price of electricity (cents per KWH),Retail sales of electricity (million kilowatthours),Revenue from retail sales of electricity total(million dollars),Revenue from retail sales of electricity residential (million dollars),Total consumption coal (thousand tons),Total consumption petroleum liquid (thousand barrels),Total consumption  natural gas (thousand Mcf),unqid
NorthCarolina,2001,10,166.04841,8.67,3006.99565,582.58348,260.56168,2192.186,24.018,1016.058,2001_10_NorthCarolina
NorthCarolina,2001,9,143.31293,8.35,4279.87065,780.05587,357.44851,2346.675,23.746,1231.12,2001_9_NorthCarolina
NorthCarolina,2001,8,154.17538,8.35,4684.49273,798.53831,391.18102,3077.925,70.929,6039.165,2001_8_NorthCarolina
NorthCarolina,2001,7,152.30854,8.31,4550.67362,758.9955,378.32278,2760.504,46.592,3764.337,2001_7_NorthCarolina
NorthCarolina,2001,6,116.43112,8.19,3691.12051,663.38321,302.22565,2556.626,47.335,2266.211,2001_6_NorthCarolina
NorthCarolina,2001,5,131.08586,8.22,3004.0706,570.8672,247.07938,2196.236,60.188,576.613,2001_5_NorthCarolina
NorthCarolina,2001,4,161.21007,8,3341.50747,584.36671,267.38386,2161.658,184.527,460.603,2001_4_NorthCarolina
NorthCarolina,2001,3,131.50664,8.02,3535.04817,592.44248,283.52108,2488.784,120.993,199.409,2001_3_NorthCarolina
NorthCarolina,2001,2,131.77478,7.77,4136.46025,625.07312,321.33976,2065.118,54.54,102.55,2001_2_NorthCarolina
NorthCarolina,2001,1,157.28959,7.53,5555.01799,739.91499,418.53912,2561.332,195.035,200.398,2001_1_NorthCarolina
NorthDakota,2017,7,579.22842,11.7,354.43945,151.33958,41.46946,2105.647,null,null,2017_7_NorthDakota
NorthDakota,2017,6,801.82001,12.34,287.49905,139.66987,35.47135,1588.708,6.47739,null,2017_6_NorthDakota
NorthDakota,2017,5,898.04629,11.4,288.17246,133.19872,32.84245,1523.368,7.27054,null,2017_5_NorthDakota
NorthDakota,2017,4,925.09931,10.39,341.18059,134.75059,35.43377,1520.777,2.39295,516.975,2017_4_NorthDakota
NorthDakota,2017,3,959.36039,9.56,473.22544,150.17786,45.22476,1822.468,8.789,538.37,2017_3_NorthDakota
NorthDakota,2017,2,823.35202,9.46,484.30692,145.40978,45.82049,1891.912,12.25219,503.914,2017_2_NorthDakota
NorthDakota,2017,1,785.22032,8.98,621.55253,161.42234,55.80907,1983.948,14.37575,671.342,2017_1_NorthDakota
NorthDakota,2016,12,998.72319,9.21,576.32764,143.62927,53.101,1982.926,10.85618,null,2016_12_NorthDakota
NorthDakota,2016,11,778.91259,10.3,376.48077,138.80963,38.76976,1722.023,5.624,606.596,2016_11_NorthDakota
NorthDakota,2016,10,729.91024,10.9,326.74574,135.8128,35.62759,1870.664,null,690.855,2016_10_NorthDakota
NorthDakota,2016,9,674.3072,11.88,281.56536,131.2691,33.46027,1785.013,3.183,827.658,2016_9_NorthDakota
NorthDakota,2016,8,519.86971,11.38,359.02986,143.54683,40.87343,2245.42,3.123,1315.03,2016_8_NorthDakota
NorthDakota,2016,7,497.84647,11.26,337.7556,137.51653,38.03697,2246.727,2.385,1155.218,2016_7_NorthDakota
NorthDakota,2016,6,629.79435,11.39,295.41323,127.20568,33.662,1732.398,8.53,898.234,2016_6_NorthDakota
NorthDakota,2016,5,625.46908,11.07,284.75467,123.05045,31.53488,1392.214,4.794,687.722,2016_5_NorthDakota
NorthDakota,2016,4,801.88577,10.52,348.12923,121.16088,36.61795,1279.121,2.149,null,2016_4_NorthDakota
NorthDakota,2016,3,715.16197,9.82,405.23963,135.06232,39.78464,1561.881,6.519,663.547,2016_3_NorthDakota
NorthDakota,2016,2,554.27847,9.41,479.30869,142.00484,45.08787,1838.289,6.376,725.872,2016_2_NorthDakota
NorthDakota,2016,1,564.76247,8.56,590.57408,148.68716,50.57815,2163.033,2.271,728.93,2016_1_NorthDakota
NorthDakota,2015,12,520.48517,8.73,520.05807,141.59864,45.37501,1960.93,5.71084,174.123,2015_12_NorthDakota
NorthDakota,2015,11,583.72334,9.19,402.5909,128.92985,37.01502,1813.044,4.56215,101.743,2015_11_NorthDakota
NorthDakota,2015,10,701.90759,10.43,309.13217,124.66152,32.24745,1761.061,3.76354,451.027,2015_10_NorthDakota
NorthDakota,2015,9,500.05062,11.03,299.97897,123.80529,33.08742,1832.474,4.867,1112.949,2015_9_NorthDakota
NorthDakota,2015,8,385.6866,11,356.28332,138.46075,39.18061,2033.817,2.49444,1129.331,2015_8_NorthDakota
NorthDakota,2015,7,404.39498,10.99,352.37498,135.8266,38.72882,2096.09,4.812,1186.854,2015_7_NorthDakota
NorthDakota,2015,6,340.02116,11.43,296.37897,126.87897,33.88762,1837.492,5.482,458.365,2015_6_NorthDakota
NorthDakota,2015,5,573.0716,10.33,299.8847,117.95184,30.97218,1771.063,3.26,98.342,2015_5_NorthDakota
NorthDakota,2015,4,658.42712,9.99,359.47092,127.42936,35.92706,1733.244,2.464,948.454,2015_4_NorthDakota
NorthDakota,2015,3,701.78848,8.67,480.85094,132.2628,41.70984,1868.965,8.40919,270.467,2015_3_NorthDakota
NorthDakota,2015,2,474.87859,8.61,570.75645,141.89701,49.1257,1950.836,4.18075,576.406,2015_2_NorthDakota
NorthDakota,2015,1,664.86294,8.24,614.78161,146.52441,50.63797,2127.144,3.853,38.383,2015_1_NorthDakota
NorthDakota,2014,12,375.42753,8.22,589.40857,145.39739,48.4297,1952.526,7.52786,175.102,2014_12_NorthDakota
NorthDakota,2014,11,663.88252,8.65,495.1427,134.77307,42.84213,2044.335,3.946,144.59,2014_11_NorthDakota
NorthDakota,2014,10,635.16019,9.77,349.79652,125.90423,34.18963,1869.404,5.248,227.426,2014_10_NorthDakota
NorthDakota,2014,9,461.78283,10.84,303.71615,122.04936,32.92438,1704.359,8.182,137.931,2014_9_NorthDakota
NorthDakota,2014,8,282.50792,10.83,333.6308,126.82007,36.13952,1981.822,2.906,242.45,2014_8_NorthDakota
NorthDakota,2014,7,374.56714,10.85,326.28747,126.34458,35.40043,2005.419,3.236,175.01,2014_7_NorthDakota
NorthDakota,2014,6,420.85736,11.16,300.75256,116.0675,33.55902,1590.368,2.853,150.44,2014_6_NorthDakota
NorthDakota,2014,5,499.36305,9.87,346.3739,116.29453,34.19102,1367.7,1.393,206.795,2014_5_NorthDakota
NorthDakota,2014,4,575.01206,9.06,447.43502,120.42147,40.52543,1645.246,2.235,87.102,2014_4_NorthDakota
NorthDakota,2014,3,554.48795,8.53,553.87352,129.84858,47.26791,1985.784,5.772,71.605,2014_3_NorthDakota
NorthDakota,2014,2,618.93489,8.28,629.08437,135.83106,52.07416,1979.009,6.407,103.354,2014_2_NorthDakota
NorthDakota,2014,1,743.08057,7.7,682.01245,134.91215,52.52777,2163.281,4.401,166.456,2014_1_NorthDakota
NorthDakota,2013,12,559.0685,8.56,624.77338,136.03739,53.48135,2019.622,6.605,141.704,2013_12_NorthDakota
NorthDakota,2013,11,589.5611,8.9,463.04769,117.15288,41.19571,1776.637,8.86,94.836,2013_11_NorthDakota
NorthDakota,2013,10,497.18686,9.72,322.0416,102.44078,31.317,1797.653,2.975,34.446,2013_10_NorthDakota
NorthDakota,2013,9,426.83426,10.66,298.0585,102.98857,31.77871,1581.284,5.803,65.581,2013_9_NorthDakota
NorthDakota,2013,8,273.74307,10.88,318.09484,109.73491,34.62038,2150.823,3.669,0,2013_8_NorthDakota
NorthDakota,2013,7,312.16186,10.28,354.91021,108.4267,36.47466,2117.016,6.629,0,2013_7_NorthDakota
NorthDakota,2013,6,393.02627,10.89,279.42717,97.95837,30.41754,1721.884,5.949,0,2013_6_NorthDakota
NorthDakota,2013,5,536.35805,9.64,322.08848,98.21145,31.04977,1608.597,5.911,0,2013_5_NorthDakota
NorthDakota,2013,4,518.48497,8.63,425.27312,101.86064,36.69186,1586.022,4.418,0,2013_4_NorthDakota
NorthDakota,2013,3,425.65306,8.41,497.10435,110.71942,41.82842,2146.891,4.309,0,2013_3_NorthDakota
NorthDakota,2013,2,394.85324,8.26,539.75757,114.11747,44.60486,1925.803,3.589,0,2013_2_NorthDakota
NorthDakota,2013,1,597.50775,7.72,594.26911,114.96165,45.90017,1857.003,4.97,0,2013_1_NorthDakota
NorthDakota,2012,12,376.17835,8.61,567.82829,117.30582,48.91479,1996.359,2.662,0,2012_12_NorthDakota
NorthDakota,2012,11,410.21287,8.61,411.59528,99.02392,35.44721,1899.009,8.648,0.003,2012_11_NorthDakota
NorthDakota,2012,10,558.98538,9.42,317.33821,93.2863,29.90454,1791.647,6.441,0,2012_10_NorthDakota
NorthDakota,2012,9,399.01452,10.47,274.33937,92.71072,28.72324,1700.572,5.322,0,2012_9_NorthDakota
NorthDakota,2012,8,310.84532,10.27,327.23719,100.79601,33.59648,2083.748,2.236,0.002,2012_8_NorthDakota
NorthDakota,2012,7,271.08702,10,368.68145,104.01693,36.86458,2168.716,3.272,0.165,2012_7_NorthDakota
NorthDakota,2012,6,399.4024,10.57,269.45185,89.86795,28.46874,1854.468,5.749,0.158,2012_6_NorthDakota
NorthDakota,2012,5,481.49598,9.6,272.08384,83.43441,26.1298,1686.612,10.202,0.001,2012_5_NorthDakota
NorthDakota,2012,4,561.70031,9.22,303.20889,84.50934,27.96786,1626.078,4.865,0,2012_4_NorthDakota
NorthDakota,2012,3,540.98561,8.43,394.54596,91.90946,33.25819,1930.604,4.286,0.016,2012_3_NorthDakota
NorthDakota,2012,2,390.45593,8.12,472.92794,98.99313,38.38275,1951.186,3.401,0,2012_2_NorthDakota
NorthDakota,2012,1,579.68829,7.65,505.51974,96.04163,38.67333,2105.754,7.205,0.187,2012_1_NorthDakota
NorthDakota,2011,12,548.04857,8.41,488.85253,99.24856,41.13187,2051.462,9.534,0.141,2011_12_NorthDakota
NorthDakota,2011,11,541.55067,8.66,378.48569,89.02389,32.78656,1770.417,10.562,0,2011_11_NorthDakota
NorthDakota,2011,10,475.5461,9.33,287.30006,80.98844,26.81636,1826.319,4.722,0.015,2011_10_NorthDakota
NorthDakota,2011,9,360.52991,10.12,281.17457,83.14075,28.4485,1664.809,5.96,0.002,2011_9_NorthDakota
NorthDakota,2011,8,297.85015,10.14,317.25087,89.12923,32.18153,1882.971,8.037,0.005,2011_8_NorthDakota
NorthDakota,2011,7,272.73948,9.95,322.19823,88.00232,32.06434,1972.33,6.161,0.005,2011_7_NorthDakota
NorthDakota,2011,6,381.79849,10.3,262.71455,79.08678,27.06675,1573.668,6.14,0.003,2011_6_NorthDakota
NorthDakota,2011,5,525.70791,9.08,297.6809,75.65011,27.02166,1465.568,9.737,0.093,2011_5_NorthDakota
NorthDakota,2011,4,444.94911,8.34,356.4253,79.14334,29.72681,1566.448,4.196,0.108,2011_4_NorthDakota
NorthDakota,2011,3,436.19186,7.55,485.18123,88.39101,36.65496,2035.829,3.592,0,2011_3_NorthDakota
NorthDakota,2011,2,523.84656,7.36,498.40023,87.19426,36.67434,1993.9,3.419,0,2011_2_NorthDakota
NorthDakota,2011,1,436.69321,6.97,576.56385,91.33301,40.19871,2252.389,8.835,0,2011_1_NorthDakota
NorthDakota,2010,12,383.46462,7.71,530.22711,92.52537,40.90202,2152.956,5.099,0.078,2010_12_NorthDakota
NorthDakota,2010,11,400.75429,8.13,382.80767,80.77421,31.11599,1792.134,5.14,0.051,2010_11_NorthDakota
NorthDakota,2010,10,401.34198,8.99,273.49958,71.74596,24.57875,1646.433,4.562,0.11,2010_10_NorthDakota
NorthDakota,2010,9,422.02756,9.53,271.03601,74.10247,25.84115,1693.73,4.246,0.069,2010_9_NorthDakota
NorthDakota,2010,8,341.71297,9.36,326.47444,83.01574,30.57164,2090.764,5.82,0.356,2010_8_NorthDakota
NorthDakota,2010,7,257.89757,9.46,308.96813,79.8546,29.22208,2058.892,3.527,0.303,2010_7_NorthDakota
NorthDakota,2010,6,280.8789,9.4,263.6562,70.72792,24.79562,1939.487,5.787,0.149,2010_6_NorthDakota
NorthDakota,2010,5,427.95873,8.51,268.66996,65.20213,22.86608,1707.801,8.266,0.089,2010_5_NorthDakota
NorthDakota,2010,4,359.54497,7.92,312.16613,66.86625,24.71138,1665.735,5.168,0.034,2010_4_NorthDakota
NorthDakota,2010,3,304.09015,7.3,414.35006,73.66823,30.24737,2067.013,5.677,0.038,2010_3_NorthDakota
NorthDakota,2010,2,204.26242,7.06,486.29985,79.44314,34.34693,2037.059,7.306,0.071,2010_2_NorthDakota
NorthDakota,2010,1,324.09364,6.83,554.44087,82.89419,37.85331,2261.122,7.971,0.292,2010_1_NorthDakota
NorthDakota,2009,12,270.41731,6.99,513.32428,80.93511,35.88689,2220.864,9.302,0.251,2009_12_NorthDakota
NorthDakota,2009,11,339.10391,7.56,361.71804,69.20214,27.32949,2159.323,6.937,0.012,2009_11_NorthDakota
NorthDakota,2009,10,256.01161,7.85,321.28838,67.13892,25.22452,1883.213,7.348,0.012,2009_10_NorthDakota
NorthDakota,2009,9,259.90238,8.72,268.08121,65.05466,23.36976,1786.987,5.132,0.015,2009_9_NorthDakota
NorthDakota,2009,8,179.1364,8.93,271.02632,68.13155,24.19606,2121.236,4.577,0.052,2009_8_NorthDakota
NorthDakota,2009,7,179.96408,8.91,268.32104,67.53406,23.89963,2083.285,6.094,0.023,2009_7_NorthDakota
NorthDakota,2009,6,162.43039,8.87,256.63524,63.98071,22.75551,2026.782,5.998,0.021,2009_6_NorthDakota
NorthDakota,2009,5,265.86497,8.26,288.90892,62.25912,23.86716,1912.674,8.78,0.012,2009_5_NorthDakota
NorthDakota,2009,4,268.81035,7.36,360.48404,64.77192,26.52281,1924.872,3.77,0.321,2009_4_NorthDakota
NorthDakota,2009,3,284.28485,6.87,465.69458,74.19438,31.98698,2173.161,8.984,0.555,2009_3_NorthDakota
NorthDakota,2009,2,246.12697,6.92,494.41857,75.31084,34.23047,2059.014,5.883,0.012,2009_2_NorthDakota
NorthDakota,2009,1,297.04877,6.57,579.31937,80.24289,38.03633,2241.831,7.405,0.069,2009_1_NorthDakota
NorthDakota,2008,12,294.31305,6.84,526.08851,80.79723,35.95804,2273.791,6.267,0.026,2008_12_NorthDakota
NorthDakota,2008,11,201.69731,7.57,370.24936,69.94715,28.02662,2231.596,3.772,0.021,2008_11_NorthDakota
NorthDakota,2008,10,227.71643,8.34,269.83579,65.90698,22.49315,2078.415,5.336,0.05,2008_10_NorthDakota
NorthDakota,2008,9,174.28993,8.58,257.34503,64.70522,22.08596,2063.457,3.11,0.129,2008_9_NorthDakota
NorthDakota,2008,8,160.65999,8.4,296.74057,69.9757,24.92118,2330.59,5.748,0.032,2008_8_NorthDakota
NorthDakota,2008,7,109.70032,8.5,278.19561,67.65271,23.63489,2277.303,8.786,0.067,2008_7_NorthDakota
NorthDakota,2008,6,119.93678,8.62,231.95641,59.38461,19.98368,1885.897,8.967,0.124,2008_6_NorthDakota
NorthDakota,2008,5,144.63162,7.73,268.60688,59.82804,20.75436,1741.733,8.735,0.01,2008_5_NorthDakota
NorthDakota,2008,4,98.60009,7.4,326.72396,64.57819,24.17443,1723.824,4.265,0.009,2008_4_NorthDakota
NorthDakota,2008,3,65.45082,6.96,433.14344,73.80805,30.14816,1954.424,13.949,0.093,2008_3_NorthDakota
NorthDakota,2008,2,50.31325,6.97,493.34755,77.66512,34.3786,2070.841,4.282,0.013,2008_2_NorthDakota
NorthDakota,2008,1,59.07528,6.61,506.83888,76.18852,33.50896,2261.444,7.546,0.032,2008_1_NorthDakota
NorthDakota,2007,12,74.19091,6.98,468.52924,75.37529,32.70765,2247.874,15.235,0.14,2007_12_NorthDakota
NorthDakota,2007,11,61.69821,7.38,344.4923,65.53612,25.42312,1926.66,8.117,0.169,2007_11_NorthDakota
NorthDakota,2007,10,51.65617,7.91,267.94195,61.09065,21.20145,1958.387,3.128,0.185,2007_10_NorthDakota
NorthDakota,2007,9,55.24659,8.26,259.33992,60.62943,21.43388,1852.722,6.562,0.217,2007_9_NorthDakota
NorthDakota,2007,8,40.12159,8.02,297.97058,65.32632,23.89134,2328.084,4.546,0.108,2007_8_NorthDakota
NorthDakota,2007,7,41.05263,8.3,311.09751,68.37221,25.82643,2293.056,7.135,0.072,2007_7_NorthDakota
NorthDakota,2007,6,46.36306,8.4,253.60643,59.7926,21.30044,1991.731,12.76,0.078,2007_6_NorthDakota
NorthDakota,2007,5,57.87059,7.82,248.62461,55.01137,19.44675,1946.446,7.426,0.256,2007_5_NorthDakota
NorthDakota,2007,4,44.49669,6.84,320.37109,57.92199,21.92393,1816.148,3.324,0.146,2007_4_NorthDakota
NorthDakota,2007,3,57.12117,6.94,380.20465,64.84344,26.40421,1985.562,8.265,0.204,2007_3_NorthDakota
NorthDakota,2007,2,40.32181,6.22,456.51317,64.15653,28.40658,2050.055,8.517,0.17,2007_2_NorthDakota
NorthDakota,2007,1,64.13946,6.35,458.59255,66.29105,29.13222,2241.966,11.409,0.578,2007_1_NorthDakota
NorthDakota,2006,12,45.35171,6.42,416.55012,61.96786,26.7553,2266.22267,13.58499,0.12917,2006_12_NorthDakota
NorthDakota,2006,11,31.22344,6.95,343.36041,58.10071,23.8535,1413.99285,7.31207,0.12725,2006_11_NorthDakota
NorthDakota,2006,10,34.58747,7.75,280.39296,59.416,21.71929,2049.32967,3.50119,0.18927,2006_10_NorthDakota
NorthDakota,2006,9,26.48097,8.25,250.79344,57.86503,20.68793,2066.63629,4.72297,0.17473,2006_9_NorthDakota
NorthDakota,2006,8,23.32134,8.01,288.96634,60.80804,23.14048,2328.9043,4.31608,0.29705,2006_8_NorthDakota
NorthDakota,2006,7,24.10214,8.07,304.66479,62.83883,24.58025,2297.90849,4.38515,0.33429,2006_7_NorthDakota
NorthDakota,2006,6,26.90396,7.89,251.62926,54.24633,19.84739,1986.28201,8.82006,0.18681,2006_6_NorthDakota
NorthDakota,2006,5,36.11865,7.53,246.03595,49.97575,18.53004,1697.36978,7.02688,0.14503,2006_5_NorthDakota
NorthDakota,2006,4,32.30578,6.88,289.02044,51.84637,19.89012,1841.31825,3.49882,0.1101,2006_4_NorthDakota
NorthDakota,2006,3,31.89454,6.41,380.89613,59.84058,24.40951,2054.66459,9.06661,0.13304,2006_3_NorthDakota
NorthDakota,2006,2,32.24108,6.5,397.50268,60.05702,25.84781,2081.63413,6.17605,0.10096,2006_2_NorthDakota
NorthDakota,2006,1,28.49832,6.37,403.2275,61.12447,25.69136,2214.19199,6.08615,0.08932,2006_1_NorthDakota
NorthDakota,2005,12,23.51265,6.33,410.07237,56.44382,25.94839,2307.21844,5.97584,0.05594,2005_12_NorthDakota
NorthDakota,2005,11,22.85875,7.11,320.38138,54.66028,22.79044,2205.2482,4.32635,0.04475,2005_11_NorthDakota
NorthDakota,2005,10,22.41067,7.73,264.48726,52.82434,20.43623,2227.35673,4.49333,0.05105,2005_10_NorthDakota
NorthDakota,2005,9,16.96275,8.23,257.06922,54.183,21.16172,2098.04949,6.71555,0.07201,2005_9_NorthDakota
NorthDakota,2005,8,13.53446,7.98,288.49703,58.61446,23.01109,2297.66841,5.22451,0.11893,2005_8_NorthDakota
NorthDakota,2005,7,15.43351,7.91,295.98797,57.57502,23.41437,2279.70568,7.52425,0.11972,2005_7_NorthDakota
NorthDakota,2005,6,16.50286,8.05,245.00683,52.38029,19.71242,1847.26481,9.07725,0.09094,2005_6_NorthDakota
NorthDakota,2005,5,22.09497,7.42,238.925,47.01183,17.73976,2020.05928,4.38158,0.04818,2005_5_NorthDakota
NorthDakota,2005,4,24.92507,6.86,276.26519,47.45248,18.96219,1694.70193,6.86534,0.05038,2005_4_NorthDakota
NorthDakota,2005,3,19.70372,6.26,348.90528,51.7267,21.85613,2032.13172,4.40742,0.05307,2005_3_NorthDakota
NorthDakota,2005,2,16.14869,6.07,384.75181,50.94983,23.35913,2083.73642,2.6866,0.03825,2005_2_NorthDakota
NorthDakota,2005,1,16.24597,5.79,465.65967,57.40797,26.96612,2224.01091,8.563,0.0478,2005_1_NorthDakota
NorthDakota,2004,12,20.26589,6.28,398.7389,55.37831,25.05246,2217.61628,6.7585,0.59053,2004_12_NorthDakota
NorthDakota,2004,11,20.93589,6.72,314.75841,49.84556,21.15541,2075.56791,8.3015,0.42423,2004_11_NorthDakota
NorthDakota,2004,10,21.96989,7.23,275.83323,50.11211,19.9327,1839.84814,7.0535,0.25689,2004_10_NorthDakota
NorthDakota,2004,9,17.85389,7.86,244.85652,49.59822,19.25577,1797.37465,3.4355,0.09225,2004_9_NorthDakota
NorthDakota,2004,8,14.47589,7.94,249.20158,51.15159,19.78188,2127.00456,5.6715,0.2346,2004_8_NorthDakota
NorthDakota,2004,7,12.44589,7.9,250.77835,51.16066,19.82307,2162.71207,4.8275,0.16469,2004_7_NorthDakota
NorthDakota,2004,6,13.56089,7.83,216.24543,44.66172,16.93694,2036.15337,3.4085,0.17647,2004_6_NorthDakota
NorthDakota,2004,5,20.06889,7.15,236.81345,43.6278,16.93847,1806.56124,6.9805,0.27702,2004_5_NorthDakota
NorthDakota,2004,4,18.00389,6.64,271.97419,44.64588,18.06949,1671.64273,7.8965,0.13359,2004_4_NorthDakota
NorthDakota,2004,3,22.56389,6.23,343.08762,50.3581,21.38078,1987.94535,6.2505,0.13713,2004_3_NorthDakota
NorthDakota,2004,2,20.56389,5.85,409.38534,52.2267,23.9339,2027.21853,4.8005,0.39547,2004_2_NorthDakota
NorthDakota,2004,1,17.41689,5.89,451.10797,55.74736,26.55412,2164.92217,8.1875,0.48617,2004_1_NorthDakota
NorthDakota,2003,12,21.423,5.7,381.82725,47.906,21.74576,2300.552,8.825,0,2003_12_NorthDakota
NorthDakota,2003,11,19.513,6.13,327.06425,46.55727,20.04833,2169.594,13.581,0,2003_11_NorthDakota
NorthDakota,2003,10,13.186,7.02,250.07091,46.47309,17.54456,2036.345,9.504,0,2003_10_NorthDakota
NorthDakota,2003,9,0.673,7.34,255.89295,46.84329,18.79397,1909.683,4.96,0.101,2003_9_NorthDakota
NorthDakota,2003,8,0.561,7.35,301.71061,52.93947,22.17864,2268.007,5.623,0.029,2003_8_NorthDakota
NorthDakota,2003,7,0.157,7.41,270.31186,50.29934,20.04104,2286.599,11.006,0,2003_7_NorthDakota
NorthDakota,2003,6,0.446,7.51,214.68429,43.31735,16.13035,1900.088,6.95,0.129,2003_6_NorthDakota
NorthDakota,2003,5,0.665,7.05,229.06904,41.5968,16.15697,1762.102,5.213,0,2003_5_NorthDakota
NorthDakota,2003,4,0.725,6.46,279.55152,43.69137,18.06942,1787.497,8.249,0,2003_4_NorthDakota
NorthDakota,2003,3,0.549,5.93,375.13177,49.58801,22.24279,2326.86,7.247,0,2003_3_NorthDakota
NorthDakota,2003,2,0.511,5.79,401.60919,50.48008,23.24822,2068.564,8.704,0,2003_2_NorthDakota
NorthDakota,2003,1,1.071,5.8,420.51236,52.18093,24.39595,2357.084,5.422,0.024,2003_1_NorthDakota
NorthDakota,2002,12,0,5.99,375.59924,49.8472,22.4916,2275.758,8.376,0,2002_12_NorthDakota
NorthDakota,2002,11,0,6.03,322.88824,45.44903,19.47774,2196.05,2.498,0,2002_11_NorthDakota
NorthDakota,2002,10,0,6.61,276.52103,45.60122,18.26943,2208.223,7.145,0.082,2002_10_NorthDakota
NorthDakota,2002,9,0,7.22,261.45674,47.31659,18.87809,2004.3,7.194,0,2002_9_NorthDakota
NorthDakota,2002,8,0,7.23,272.77856,47.74814,19.71221,2189.205,5.259,0,2002_8_NorthDakota
NorthDakota,2002,7,0.177,7.23,299.76254,51.35651,21.66053,2243.651,6.215,0.085,2002_7_NorthDakota
NorthDakota,2002,6,0.048,7.25,239.6977,45.48128,17.37325,1943.563,8.199,0,2002_6_NorthDakota
NorthDakota,2002,5,0,6.63,246.4901,43.16709,16.34699,1886.028,6.283,0.193,2002_5_NorthDakota
NorthDakota,2002,4,0,6.1,287.27623,42.95426,17.52764,1802.257,3.179,0,2002_4_NorthDakota
NorthDakota,2002,3,0.008,5.83,353.28236,46.4561,20.61119,2229.327,6.287,0.222,2002_3_NorthDakota
NorthDakota,2002,2,0,5.83,341.70441,44.62579,19.91972,1958.992,4.057,0.36,2002_2_NorthDakota
NorthDakota,2002,1,0.178,5.64,386.42785,47.01979,21.8126,2309.956,3.031,0,2002_1_NorthDakota
NorthDakota,2001,12,0.633,5.87,347.14676,44.74119,20.39381,2411.255,4.142,0,2001_12_NorthDakota
NorthDakota,2001,11,0.75,6.31,266.37671,41.7689,16.81502,2023.607,8.256,0,2001_11_NorthDakota
NorthDakota,2001,10,0.683,6.91,239.80124,42.99743,16.57256,1924.735,4.545,0,2001_10_NorthDakota
NorthDakota,2001,9,0.746,7.47,238.3227,44.68209,17.80807,1890.447,2.994,0.45,2001_9_NorthDakota
NorthDakota,2001,8,0.559,7.46,283.67942,50.44504,21.1699,2276.86,3.849,0.498,2001_8_NorthDakota
NorthDakota,2001,7,0.502,7.24,283.42565,49.10431,20.50837,2216.226,6.732,0,2001_7_NorthDakota
NorthDakota,2001,6,0.637,7.46,214.26433,42.18276,15.98406,1814.903,5.88,0,2001_6_NorthDakota
NorthDakota,2001,5,0.663,6.81,230.88096,40.87191,15.72648,1886.718,5.402,1.444,2001_5_NorthDakota
NorthDakota,2001,4,0.581,6.28,267.2643,40.34696,16.7837,1874.768,5.767,0,2001_4_NorthDakota
NorthDakota,2001,3,0.618,5.86,325.56937,44.20077,19.0929,2197.67,5.182,0.22,2001_3_NorthDakota
NorthDakota,2001,2,0.65,5.75,388.92886,48.38309,22.36132,2058.611,6.952,0,2001_2_NorthDakota
NorthDakota,2001,1,0.643,5.6,394.14869,48.17154,22.06381,2218.907,4.356,0,2001_1_NorthDakota
Ohio,2017,7,141.76537,12.59,5203.54579,1349.30299,655.33634,2673.52,30.168,20329.34,2017_7_Ohio
Ohio,2017,6,198.50311,12.67,4212.44949,1214.16486,533.63336,2455.669,38.40312,16062.765,2017_6_Ohio
Ohio,2017,5,211.70422,12.51,3349.7181,1078.17997,418.89318,2183.433,31.4775,14985.446,2017_5_Ohio
Ohio,2017,4,220.37054,12.52,3223.38536,1004.55851,403.62863,2429.429,21.02219,11330.108,2017_4_Ohio
Ohio,2017,3,245.85489,12.35,4112.31575,1173.73075,508.02366,2729.685,28.07654,15458.108,2017_3_Ohio
Ohio,2017,2,231.02483,12.15,3879.82367,1062.29322,471.20393,2330.089,21.22823,13767.914,2017_2_Ohio
Ohio,2017,1,227.94869,11.55,5010.67872,1207.64886,578.92055,2477.778,29.22642,14763.299,2017_1_Ohio
Ohio,2016,12,245.83636,12.11,5013.65322,1253.40034,607.07932,2811.952,57.07184,15615.448,2016_12_Ohio
Ohio,2016,11,189.82832,12.22,3470.39969,1045.5704,424.2001,1973.301,42.7275,15567.768,2016_11_Ohio
Ohio,2016,10,168.30572,12.28,3242.86319,1056.44755,398.35818,2093.321,26.51442,14289.051,2016_10_Ohio
Ohio,2016,9,128.33623,11.9,4484.99328,1222.25,533.67069,2747.335,22.94461,18190.912,2016_9_Ohio
Ohio,2016,8,117.32364,12.21,5916.28396,1473.73209,722.08106,3299.456,35.88004,23085.676,2016_8_Ohio
Ohio,2016,7,127.86847,12.25,5600.27684,1406.97623,685.88141,3040.196,34.70134,22704.17,2016_7_Ohio
Ohio,2016,6,148.95506,12.47,4362.51393,1217.48093,543.96969,2602.548,36.20976,17398.402,2016_6_Ohio
Ohio,2016,5,157.11011,13.01,3369.08836,1096.282,438.42461,1871.457,39.0798,11353.225,2016_5_Ohio
Ohio,2016,4,183.99007,12.76,3345.73317,1034.30355,426.79866,2067.378,25.57542,16437.388,2016_4_Ohio
Ohio,2016,3,197.55108,12.47,3864.04269,1117.9781,481.97702,1634.356,32.0675,18110.292,2016_3_Ohio
