Category,State,Year,Month,Value (thousand Megawatthours),state_year_month
Net generation  all solar , Oklahoma ,2015,4,0.27108, Oklahoma 20154
Net generation  all solar , Oklahoma ,2015,3,0.24496, Oklahoma 20153
Net generation  all solar , Oklahoma ,2015,2,0.20104, Oklahoma 20152
Net generation  all solar , Oklahoma ,2015,1,0.19535, Oklahoma 20151
Net generation  all solar , Oklahoma ,2014,12,0.18521, Oklahoma 201412
Net generation  all solar , Oklahoma ,2014,11,0.18242, Oklahoma 201411
Net generation  all solar , Oklahoma ,2014,10,0.2101, Oklahoma 201410
Net generation  all solar , Oklahoma ,2014,9,0.22496, Oklahoma 20149
Net generation  all solar , Oklahoma ,2014,8,0.21823, Oklahoma 20148
Net generation  all solar , Oklahoma ,2014,7,0.2261, Oklahoma 20147
Net generation  all solar , Oklahoma ,2014,6,0.19167, Oklahoma 20146
Net generation  all solar , Oklahoma ,2014,5,0.18864, Oklahoma 20145
Net generation  all solar , Oklahoma ,2014,4,0.17917, Oklahoma 20144
Net generation  all solar , Oklahoma ,2014,3,0.16642, Oklahoma 20143
Net generation  all solar , Oklahoma ,2014,2,0.13355, Oklahoma 20142
Net generation  all solar , Oklahoma ,2014,1,0.12831, Oklahoma 20141
Net generation  all solar , Oregon ,2017,7,47.24697, Oregon 20177
Net generation  all solar , Oregon ,2017,6,46.66353, Oregon 20176
Net generation  all solar , Oregon ,2017,5,44.7664, Oregon 20175
Net generation  all solar , Oregon ,2017,4,37.56669, Oregon 20174
Net generation  all solar , Oregon ,2017,3,32.46873, Oregon 20173
Net generation  all solar , Oregon ,2017,2,19.63122, Oregon 20172
Net generation  all solar , Oregon ,2017,1,13.72715, Oregon 20171
Net generation  all solar , Oregon ,2016,12,13.5491, Oregon 201612
Net generation  all solar , Oregon ,2016,11,16.23292, Oregon 201611
Net generation  all solar , Oregon ,2016,10,16.28462, Oregon 201610
Net generation  all solar , Oregon ,2016,9,20.78527, Oregon 20169
Net generation  all solar , Oregon ,2016,8,19.72185, Oregon 20168
Net generation  all solar , Oregon ,2016,7,20.12721, Oregon 20167
Net generation  all solar , Oregon ,2016,6,0, Oregon 20166
Net generation  all solar , Oregon ,2016,5,0, Oregon 20165
Net generation  all solar , Oregon ,2016,4,14.64864, Oregon 20164
Net generation  all solar , Oregon ,2016,3,11.80265, Oregon 20163
Net generation  all solar , Oregon ,2016,2,9.17009, Oregon 20162
Net generation  all solar , Oregon ,2016,1,0, Oregon 20161
Net generation  all solar , Oregon ,2015,12,4.23124, Oregon 201512
Net generation  all solar , Oregon ,2015,11,5.56621, Oregon 201511
Net generation  all solar , Oregon ,2015,10,8.81891, Oregon 201510
Net generation  all solar , Oregon ,2015,9,12.17904, Oregon 20159
Net generation  all solar , Oregon ,2015,8,13.94429, Oregon 20158
Net generation  all solar , Oregon ,2015,7,14.58143, Oregon 20157
Net generation  all solar , Oregon ,2015,6,13.49641, Oregon 20156
Net generation  all solar , Oregon ,2015,5,12.29965, Oregon 20155
Net generation  all solar , Oregon ,2015,4,11.02317, Oregon 20154
Net generation  all solar , Oregon ,2015,3,9.15947, Oregon 20153
Net generation  all solar , Oregon ,2015,2,6.17418, Oregon 20152
Net generation  all solar , Oregon ,2015,1,4.39145, Oregon 20151
Net generation  all solar , Oregon ,2014,12,4.33436, Oregon 201412
Net generation  all solar , Oregon ,2014,11,5.38228, Oregon 201411
Net generation  all solar , Oregon ,2014,10,8.80464, Oregon 201410
Net generation  all solar , Oregon ,2014,9,11.44256, Oregon 20149
Net generation  all solar , Oregon ,2014,8,12.61707, Oregon 20148
Net generation  all solar , Oregon ,2014,7,12.8036, Oregon 20147
Net generation  all solar , Oregon ,2014,6,11.73174, Oregon 20146
Net generation  all solar , Oregon ,2014,5,10.86068, Oregon 20145
Net generation  all solar , Oregon ,2014,4,9.45707, Oregon 20144
Net generation  all solar , Oregon ,2014,3,7.55884, Oregon 20143
Net generation  all solar , Oregon ,2014,2,5.1144, Oregon 20142
Net generation  all solar , Oregon ,2014,1,3.65305, Oregon 20141
Net generation  all solar , Pacific Contiguous (total) ,2017,7,3659.70895, Pacific Contiguous (total) 20177
Net generation  all solar , Pacific Contiguous (total) ,2017,6,3966.26491, Pacific Contiguous (total) 20176
Net generation  all solar , Pacific Contiguous (total) ,2017,5,3699.39985, Pacific Contiguous (total) 20175
Net generation  all solar , Pacific Contiguous (total) ,2017,4,3179.53595, Pacific Contiguous (total) 20174
Net generation  all solar , Pacific Contiguous (total) ,2017,3,2943.83363, Pacific Contiguous (total) 20173
Net generation  all solar , Pacific Contiguous (total) ,2017,2,1737.481, Pacific Contiguous (total) 20172
Net generation  all solar , Pacific Contiguous (total) ,2017,1,1553.60026, Pacific Contiguous (total) 20171
Net generation  all solar , Pacific Contiguous (total) ,2016,12,1585.81526, Pacific Contiguous (total) 201612
Net generation  all solar , Pacific Contiguous (total) ,2016,11,1939.29181, Pacific Contiguous (total) 201611
Net generation  all solar , Pacific Contiguous (total) ,2016,10,2326.8761, Pacific Contiguous (total) 201610
Net generation  all solar , Pacific Contiguous (total) ,2016,9,2700.38673, Pacific Contiguous (total) 20169
Net generation  all solar , Pacific Contiguous (total) ,2016,8,3034.64965, Pacific Contiguous (total) 20168
Net generation  all solar , Pacific Contiguous (total) ,2016,7,3134.89809, Pacific Contiguous (total) 20167
Net generation  all solar , Pacific Contiguous (total) ,2016,6,2766.8412, Pacific Contiguous (total) 20166
Net generation  all solar , Pacific Contiguous (total) ,2016,5,2812.73026, Pacific Contiguous (total) 20165
Net generation  all solar , Pacific Contiguous (total) ,2016,4,2362.96079, Pacific Contiguous (total) 20164
Net generation  all solar , Pacific Contiguous (total) ,2016,3,2077.8395, Pacific Contiguous (total) 20163
Net generation  all solar , Pacific Contiguous (total) ,2016,2,1770.73729, Pacific Contiguous (total) 20162
Net generation  all solar , Pacific Contiguous (total) ,2016,1,1191.19962, Pacific Contiguous (total) 20161
Net generation  all solar , Pacific Contiguous (total) ,2015,12,1272.75837, Pacific Contiguous (total) 201512
Net generation  all solar , Pacific Contiguous (total) ,2015,11,1493.77826, Pacific Contiguous (total) 201511
Net generation  all solar , Pacific Contiguous (total) ,2015,10,1672.17697, Pacific Contiguous (total) 201510
Net generation  all solar , Pacific Contiguous (total) ,2015,9,1929.71215, Pacific Contiguous (total) 20159
Net generation  all solar , Pacific Contiguous (total) ,2015,8,2266.41041, Pacific Contiguous (total) 20158
Net generation  all solar , Pacific Contiguous (total) ,2015,7,2235.51209, Pacific Contiguous (total) 20157
Net generation  all solar , Pacific Contiguous (total) ,2015,6,2135.9318, Pacific Contiguous (total) 20156
Net generation  all solar , Pacific Contiguous (total) ,2015,5,2066.99143, Pacific Contiguous (total) 20155
Net generation  all solar , Pacific Contiguous (total) ,2015,4,1966.17933, Pacific Contiguous (total) 20154
Net generation  all solar , Pacific Contiguous (total) ,2015,3,1747.75391, Pacific Contiguous (total) 20153
Net generation  all solar , Pacific Contiguous (total) ,2015,2,1227.98245, Pacific Contiguous (total) 20152
Net generation  all solar , Pacific Contiguous (total) ,2015,1,985.59502, Pacific Contiguous (total) 20151
Net generation  all solar , Pacific Contiguous (total) ,2014,12,925.96555, Pacific Contiguous (total) 201412
Net generation  all solar , Pacific Contiguous (total) ,2014,11,1158.06189, Pacific Contiguous (total) 201411
Net generation  all solar , Pacific Contiguous (total) ,2014,10,1401.71435, Pacific Contiguous (total) 201410
Net generation  all solar , Pacific Contiguous (total) ,2014,9,1532.83783, Pacific Contiguous (total) 20149
Net generation  all solar , Pacific Contiguous (total) ,2014,8,1591.65085, Pacific Contiguous (total) 20148
Net generation  all solar , Pacific Contiguous (total) ,2014,7,1500.13547, Pacific Contiguous (total) 20147
Net generation  all solar , Pacific Contiguous (total) ,2014,6,1560.07554, Pacific Contiguous (total) 20146
Net generation  all solar , Pacific Contiguous (total) ,2014,5,1443.40284, Pacific Contiguous (total) 20145
Net generation  all solar , Pacific Contiguous (total) ,2014,4,1260.30319, Pacific Contiguous (total) 20144
Net generation  all solar , Pacific Contiguous (total) ,2014,3,1092.13179, Pacific Contiguous (total) 20143
Net generation  all solar , Pacific Contiguous (total) ,2014,2,671.26058, Pacific Contiguous (total) 20142
Net generation  all solar , Pacific Contiguous (total) ,2014,1,608.64749, Pacific Contiguous (total) 20141
Net generation  all solar , Pacific Noncontiguous (total) ,2017,7,114.0595, Pacific Noncontiguous (total) 20177
Net generation  all solar , Pacific Noncontiguous (total) ,2017,6,113.39759, Pacific Noncontiguous (total) 20176
Net generation  all solar , Pacific Noncontiguous (total) ,2017,5,112.9652, Pacific Noncontiguous (total) 20175
Net generation  all solar , Pacific Noncontiguous (total) ,2017,4,99.02545, Pacific Noncontiguous (total) 20174
Net generation  all solar , Pacific Noncontiguous (total) ,2017,3,89.2374, Pacific Noncontiguous (total) 20173
Net generation  all solar , Pacific Noncontiguous (total) ,2017,2,71.36813, Pacific Noncontiguous (total) 20172
Net generation  all solar , Pacific Noncontiguous (total) ,2017,1,62.46462, Pacific Noncontiguous (total) 20171
Net generation  all solar , Pacific Noncontiguous (total) ,2016,12,0, Pacific Noncontiguous (total) 201612
Net generation  all solar , Pacific Noncontiguous (total) ,2016,11,59.56171, Pacific Noncontiguous (total) 201611
Net generation  all solar , Pacific Noncontiguous (total) ,2016,10,68.20619, Pacific Noncontiguous (total) 201610
Net generation  all solar , Pacific Noncontiguous (total) ,2016,9,74.04125, Pacific Noncontiguous (total) 20169
Net generation  all solar , Pacific Noncontiguous (total) ,2016,8,80.31726, Pacific Noncontiguous (total) 20168
Net generation  all solar , Pacific Noncontiguous (total) ,2016,7,81.36704, Pacific Noncontiguous (total) 20167
Net generation  all solar , Pacific Noncontiguous (total) ,2016,6,0, Pacific Noncontiguous (total) 20166
Net generation  all solar , Pacific Noncontiguous (total) ,2016,5,76.0456, Pacific Noncontiguous (total) 20165
Net generation  all solar , Pacific Noncontiguous (total) ,2016,4,69.7786, Pacific Noncontiguous (total) 20164
Net generation  all solar , Pacific Noncontiguous (total) ,2016,3,66.39896, Pacific Noncontiguous (total) 20163
Net generation  all solar , Pacific Noncontiguous (total) ,2016,2,58.01367, Pacific Noncontiguous (total) 20162
Net generation  all solar , Pacific Noncontiguous (total) ,2016,1,0, Pacific Noncontiguous (total) 20161
Net generation  all solar , Pacific Noncontiguous (total) ,2015,12,51.62639, Pacific Noncontiguous (total) 201512
Net generation  all solar , Pacific Noncontiguous (total) ,2015,11,50.64301, Pacific Noncontiguous (total) 201511
Net generation  all solar , Pacific Noncontiguous (total) ,2015,10,57.47314, Pacific Noncontiguous (total) 201510
Net generation  all solar , Pacific Noncontiguous (total) ,2015,9,61.33063, Pacific Noncontiguous (total) 20159
Net generation  all solar , Pacific Noncontiguous (total) ,2015,8,67.18345, Pacific Noncontiguous (total) 20158
Net generation  all solar , Pacific Noncontiguous (total) ,2015,7,66.17966, Pacific Noncontiguous (total) 20157
Net generation  all solar , Pacific Noncontiguous (total) ,2015,6,64.20828, Pacific Noncontiguous (total) 20156
Net generation  all solar , Pacific Noncontiguous (total) ,2015,5,63.34649, Pacific Noncontiguous (total) 20155
Net generation  all solar , Pacific Noncontiguous (total) ,2015,4,59.79237, Pacific Noncontiguous (total) 20154
Net generation  all solar , Pacific Noncontiguous (total) ,2015,3,55.06557, Pacific Noncontiguous (total) 20153
Net generation  all solar , Pacific Noncontiguous (total) ,2015,2,45.49157, Pacific Noncontiguous (total) 20152
Net generation  all solar , Pacific Noncontiguous (total) ,2015,1,44.51108, Pacific Noncontiguous (total) 20151
Net generation  all solar , Pacific Noncontiguous (total) ,2014,12,44.64238, Pacific Noncontiguous (total) 201412
Net generation  all solar , Pacific Noncontiguous (total) ,2014,11,44.77705, Pacific Noncontiguous (total) 201411
Net generation  all solar , Pacific Noncontiguous (total) ,2014,10,50.95841, Pacific Noncontiguous (total) 201410
Net generation  all solar , Pacific Noncontiguous (total) ,2014,9,54.2707, Pacific Noncontiguous (total) 20149
Net generation  all solar , Pacific Noncontiguous (total) ,2014,8,57.98189, Pacific Noncontiguous (total) 20148
Net generation  all solar , Pacific Noncontiguous (total) ,2014,7,55.96854, Pacific Noncontiguous (total) 20147
Net generation  all solar , Pacific Noncontiguous (total) ,2014,6,54.72277, Pacific Noncontiguous (total) 20146
Net generation  all solar , Pacific Noncontiguous (total) ,2014,5,54.15933, Pacific Noncontiguous (total) 20145
Net generation  all solar , Pacific Noncontiguous (total) ,2014,4,49.73459, Pacific Noncontiguous (total) 20144
Net generation  all solar , Pacific Noncontiguous (total) ,2014,3,46.42252, Pacific Noncontiguous (total) 20143
Net generation  all solar , Pacific Noncontiguous (total) ,2014,2,38.25444, Pacific Noncontiguous (total) 20142
Net generation  all solar , Pacific Noncontiguous (total) ,2014,1,38.48649, Pacific Noncontiguous (total) 20141
Net generation  all solar , Pennsylvania ,2017,7,52.00927, Pennsylvania 20177
Net generation  all solar , Pennsylvania ,2017,6,50.79844, Pennsylvania 20176
Net generation  all solar , Pennsylvania ,2017,5,55.97448, Pennsylvania 20175
Net generation  all solar , Pennsylvania ,2017,4,42.12507, Pennsylvania 20174
Net generation  all solar , Pennsylvania ,2017,3,38.08194, Pennsylvania 20173
Net generation  all solar , Pennsylvania ,2017,2,26.97706, Pennsylvania 20172
Net generation  all solar , Pennsylvania ,2017,1,0, Pennsylvania 20171
Net generation  all solar , Pennsylvania ,2016,12,0, Pennsylvania 201612
Net generation  all solar , Pennsylvania ,2016,11,23.24454, Pennsylvania 201611
Net generation  all solar , Pennsylvania ,2016,10,29.69994, Pennsylvania 201610
Net generation  all solar , Pennsylvania ,2016,9,35.36708, Pennsylvania 20169
Net generation  all solar , Pennsylvania ,2016,8,39.36183, Pennsylvania 20168
