Category,State,Year,Month,Value (thousand Megawatthours),state_year_month
Net generation  all solar , Nevada ,2016,12,193.67528, Nevada 201612
Net generation  all solar , Nevada ,2016,11,193.64543, Nevada 201611
Net generation  all solar , Nevada ,2016,10,240.64219, Nevada 201610
Net generation  all solar , Nevada ,2016,9,295.32276, Nevada 20169
Net generation  all solar , Nevada ,2016,8,308.09685, Nevada 20168
Net generation  all solar , Nevada ,2016,7,321.92267, Nevada 20167
Net generation  all solar , Nevada ,2016,6,292.21906, Nevada 20166
Net generation  all solar , Nevada ,2016,5,298.7649, Nevada 20165
Net generation  all solar , Nevada ,2016,4,234.52877, Nevada 20164
Net generation  all solar , Nevada ,2016,3,218.44199, Nevada 20163
Net generation  all solar , Nevada ,2016,2,195.43622, Nevada 20162
Net generation  all solar , Nevada ,2016,1,125.40633, Nevada 20161
Net generation  all solar , Nevada ,2015,12,118.1411, Nevada 201512
Net generation  all solar , Nevada ,2015,11,141.10786, Nevada 201511
Net generation  all solar , Nevada ,2015,10,147.33446, Nevada 201510
Net generation  all solar , Nevada ,2015,9,165.47244, Nevada 20159
Net generation  all solar , Nevada ,2015,8,177.11101, Nevada 20158
Net generation  all solar , Nevada ,2015,7,178.19695, Nevada 20157
Net generation  all solar , Nevada ,2015,6,189.20623, Nevada 20156
Net generation  all solar , Nevada ,2015,5,173.76937, Nevada 20155
Net generation  all solar , Nevada ,2015,4,180.10185, Nevada 20154
Net generation  all solar , Nevada ,2015,3,160.48684, Nevada 20153
Net generation  all solar , Nevada ,2015,2,123.16713, Nevada 20152
Net generation  all solar , Nevada ,2015,1,89.54694, Nevada 20151
Net generation  all solar , Nevada ,2014,12,69.78995, Nevada 201412
Net generation  all solar , Nevada ,2014,11,99.15294, Nevada 201411
Net generation  all solar , Nevada ,2014,10,115.7292, Nevada 201410
Net generation  all solar , Nevada ,2014,9,114.48571, Nevada 20149
Net generation  all solar , Nevada ,2014,8,111.43237, Nevada 20148
Net generation  all solar , Nevada ,2014,7,102.68149, Nevada 20147
Net generation  all solar , Nevada ,2014,6,116.60569, Nevada 20146
Net generation  all solar , Nevada ,2014,5,102.40221, Nevada 20145
Net generation  all solar , Nevada ,2014,4,87.52219, Nevada 20144
Net generation  all solar , Nevada ,2014,3,83.22704, Nevada 20143
Net generation  all solar , Nevada ,2014,2,58.23387, Nevada 20142
Net generation  all solar , Nevada ,2014,1,55.9441, Nevada 20141
Net generation  all solar , New England (total) ,2017,7,383.20042, New England (total) 20177
Net generation  all solar , New England (total) ,2017,6,373.19616, New England (total) 20176
Net generation  all solar , New England (total) ,2017,5,351.1525, New England (total) 20175
Net generation  all solar , New England (total) ,2017,4,298.65508, New England (total) 20174
Net generation  all solar , New England (total) ,2017,3,274.73626, New England (total) 20173
Net generation  all solar , New England (total) ,2017,2,184.44732, New England (total) 20172
Net generation  all solar , New England (total) ,2017,1,152.00582, New England (total) 20171
Net generation  all solar , New England (total) ,2016,12,141.14254, New England (total) 201612
Net generation  all solar , New England (total) ,2016,11,157.51808, New England (total) 201611
Net generation  all solar , New England (total) ,2016,10,200.01488, New England (total) 201610
Net generation  all solar , New England (total) ,2016,9,253.36463, New England (total) 20169
Net generation  all solar , New England (total) ,2016,8,278.13912, New England (total) 20168
Net generation  all solar , New England (total) ,2016,7,297.67772, New England (total) 20167
Net generation  all solar , New England (total) ,2016,6,274.76336, New England (total) 20166
Net generation  all solar , New England (total) ,2016,5,251.51928, New England (total) 20165
Net generation  all solar , New England (total) ,2016,4,223.04887, New England (total) 20164
Net generation  all solar , New England (total) ,2016,3,210.34025, New England (total) 20163
Net generation  all solar , New England (total) ,2016,2,170.88424, New England (total) 20162
Net generation  all solar , New England (total) ,2016,1,117.47668, New England (total) 20161
Net generation  all solar , New England (total) ,2015,12,106.89622, New England (total) 201512
Net generation  all solar , New England (total) ,2015,11,111.35303, New England (total) 201511
Net generation  all solar , New England (total) ,2015,10,137.23015, New England (total) 201510
Net generation  all solar , New England (total) ,2015,9,165.62694, New England (total) 20159
Net generation  all solar , New England (total) ,2015,8,186.52916, New England (total) 20158
Net generation  all solar , New England (total) ,2015,7,188.13387, New England (total) 20157
Net generation  all solar , New England (total) ,2015,6,168.86054, New England (total) 20156
Net generation  all solar , New England (total) ,2015,5,168.58096, New England (total) 20155
Net generation  all solar , New England (total) ,2015,4,155.07688, New England (total) 20154
Net generation  all solar , New England (total) ,2015,3,135.88979, New England (total) 20153
Net generation  all solar , New England (total) ,2015,2,95.59818, New England (total) 20152
Net generation  all solar , New England (total) ,2015,1,82.65463, New England (total) 20151
Net generation  all solar , New England (total) ,2014,12,79.02426, New England (total) 201412
Net generation  all solar , New England (total) ,2014,11,84.10196, New England (total) 201411
Net generation  all solar , New England (total) ,2014,10,108.83567, New England (total) 201410
Net generation  all solar , New England (total) ,2014,9,126.75996, New England (total) 20149
Net generation  all solar , New England (total) ,2014,8,136.01777, New England (total) 20148
Net generation  all solar , New England (total) ,2014,7,123.79694, New England (total) 20147
Net generation  all solar , New England (total) ,2014,6,116.33731, New England (total) 20146
Net generation  all solar , New England (total) ,2014,5,112.39746, New England (total) 20145
Net generation  all solar , New England (total) ,2014,4,95.00358, New England (total) 20144
Net generation  all solar , New England (total) ,2014,3,82.50944, New England (total) 20143
Net generation  all solar , New England (total) ,2014,2,58.78493, New England (total) 20142
Net generation  all solar , New England (total) ,2014,1,50.98983, New England (total) 20141
Net generation  all solar , New Hampshire ,2017,7,10.17297, New Hampshire 20177
Net generation  all solar , New Hampshire ,2017,6,9.41972, New Hampshire 20176
Net generation  all solar , New Hampshire ,2017,5,9.15198, New Hampshire 20175
Net generation  all solar , New Hampshire ,2017,4,8.59158, New Hampshire 20174
Net generation  all solar , New Hampshire ,2017,3,7.5501, New Hampshire 20173
Net generation  all solar , New Hampshire ,2017,2,5.41079, New Hampshire 20172
Net generation  all solar , New Hampshire ,2017,1,4.50779, New Hampshire 20171
Net generation  all solar , New Hampshire ,2016,12,3.70709, New Hampshire 201612
Net generation  all solar , New Hampshire ,2016,11,3.3615, New Hampshire 201611
Net generation  all solar , New Hampshire ,2016,10,4.50188, New Hampshire 201610
Net generation  all solar , New Hampshire ,2016,9,5.56797, New Hampshire 20169
Net generation  all solar , New Hampshire ,2016,8,6.1225, New Hampshire 20168
Net generation  all solar , New Hampshire ,2016,7,5.95841, New Hampshire 20167
Net generation  all solar , New Hampshire ,2016,6,5.52867, New Hampshire 20166
Net generation  all solar , New Hampshire ,2016,5,5.16303, New Hampshire 20165
Net generation  all solar , New Hampshire ,2016,4,4.77341, New Hampshire 20164
Net generation  all solar , New Hampshire ,2016,3,4.05127, New Hampshire 20163
Net generation  all solar , New Hampshire ,2016,2,3.00788, New Hampshire 20162
Net generation  all solar , New Hampshire ,2016,1,2.53373, New Hampshire 20161
Net generation  all solar , New Hampshire ,2015,12,1.83301, New Hampshire 201512
Net generation  all solar , New Hampshire ,2015,11,1.63696, New Hampshire 201511
Net generation  all solar , New Hampshire ,2015,10,2.07781, New Hampshire 201510
Net generation  all solar , New Hampshire ,2015,9,2.4654, New Hampshire 20159
Net generation  all solar , New Hampshire ,2015,8,2.64335, New Hampshire 20158
Net generation  all solar , New Hampshire ,2015,7,2.50752, New Hampshire 20157
Net generation  all solar , New Hampshire ,2015,6,2.21256, New Hampshire 20156
Net generation  all solar , New Hampshire ,2015,5,2.15552, New Hampshire 20155
Net generation  all solar , New Hampshire ,2015,4,1.99013, New Hampshire 20154
Net generation  all solar , New Hampshire ,2015,3,1.72985, New Hampshire 20153
Net generation  all solar , New Hampshire ,2015,2,1.30152, New Hampshire 20152
Net generation  all solar , New Hampshire ,2015,1,1.18279, New Hampshire 20151
Net generation  all solar , New Hampshire ,2014,12,0.95343, New Hampshire 201412
Net generation  all solar , New Hampshire ,2014,11,0.84686, New Hampshire 201411
Net generation  all solar , New Hampshire ,2014,10,1.12599, New Hampshire 201410
Net generation  all solar , New Hampshire ,2014,9,1.38689, New Hampshire 20149
Net generation  all solar , New Hampshire ,2014,8,1.55821, New Hampshire 20148
Net generation  all solar , New Hampshire ,2014,7,1.50894, New Hampshire 20147
Net generation  all solar , New Hampshire ,2014,6,1.3784, New Hampshire 20146
Net generation  all solar , New Hampshire ,2014,5,1.38847, New Hampshire 20145
Net generation  all solar , New Hampshire ,2014,4,1.30974, New Hampshire 20144
Net generation  all solar , New Hampshire ,2014,3,1.16116, New Hampshire 20143
Net generation  all solar , New Hampshire ,2014,2,0.88243, New Hampshire 20142
Net generation  all solar , New Hampshire ,2014,1,0.80524, New Hampshire 20141
Net generation  all solar , New Jersey ,2017,7,344.46747, New Jersey 20177
Net generation  all solar , New Jersey ,2017,6,349.77887, New Jersey 20176
Net generation  all solar , New Jersey ,2017,5,331.1049, New Jersey 20175
Net generation  all solar , New Jersey ,2017,4,277.22785, New Jersey 20174
Net generation  all solar , New Jersey ,2017,3,262.40295, New Jersey 20173
Net generation  all solar , New Jersey ,2017,2,189.95525, New Jersey 20172
Net generation  all solar , New Jersey ,2017,1,151.44646, New Jersey 20171
Net generation  all solar , New Jersey ,2016,12,146.96313, New Jersey 201612
Net generation  all solar , New Jersey ,2016,11,181.1786, New Jersey 201611
Net generation  all solar , New Jersey ,2016,10,222.1339, New Jersey 201610
Net generation  all solar , New Jersey ,2016,9,256.0509, New Jersey 20169
Net generation  all solar , New Jersey ,2016,8,285.03869, New Jersey 20168
Net generation  all solar , New Jersey ,2016,7,313.88668, New Jersey 20167
Net generation  all solar , New Jersey ,2016,6,291.65107, New Jersey 20166
Net generation  all solar , New Jersey ,2016,5,264.32525, New Jersey 20165
Net generation  all solar , New Jersey ,2016,4,233.69215, New Jersey 20164
Net generation  all solar , New Jersey ,2016,3,231.34581, New Jersey 20163
Net generation  all solar , New Jersey ,2016,2,188.30559, New Jersey 20162
Net generation  all solar , New Jersey ,2016,1,131.24363, New Jersey 20161
Net generation  all solar , New Jersey ,2015,12,103.60656, New Jersey 201512
Net generation  all solar , New Jersey ,2015,11,123.03649, New Jersey 201511
Net generation  all solar , New Jersey ,2015,10,163.47955, New Jersey 201510
Net generation  all solar , New Jersey ,2015,9,188.95433, New Jersey 20159
Net generation  all solar , New Jersey ,2015,8,220.2082, New Jersey 20158
Net generation  all solar , New Jersey ,2015,7,222.45666, New Jersey 20157
Net generation  all solar , New Jersey ,2015,6,206.28754, New Jersey 20156
Net generation  all solar , New Jersey ,2015,5,219.21741, New Jersey 20155
Net generation  all solar , New Jersey ,2015,4,196.43505, New Jersey 20154
Net generation  all solar , New Jersey ,2015,3,171.67771, New Jersey 20153
Net generation  all solar , New Jersey ,2015,2,131.15183, New Jersey 20152
Net generation  all solar , New Jersey ,2015,1,115.92799, New Jersey 20151
Net generation  all solar , New Jersey ,2014,12,104.25864, New Jersey 201412
Net generation  all solar , New Jersey ,2014,11,114.99289, New Jersey 201411
Net generation  all solar , New Jersey ,2014,10,141.04995, New Jersey 201410
Net generation  all solar , New Jersey ,2014,9,169.06679, New Jersey 20149
Net generation  all solar , New Jersey ,2014,8,194.88375, New Jersey 20148
Net generation  all solar , New Jersey ,2014,7,205.86722, New Jersey 20147
Net generation  all solar , New Jersey ,2014,6,195.87038, New Jersey 20146
Net generation  all solar , New Jersey ,2014,5,192.14244, New Jersey 20145
Net generation  all solar , New Jersey ,2014,4,180.21029, New Jersey 20144
Net generation  all solar , New Jersey ,2014,3,163.34764, New Jersey 20143
Net generation  all solar , New Jersey ,2014,2,123.41975, New Jersey 20142
Net generation  all solar , New Jersey ,2014,1,102.48781, New Jersey 20141
Net generation  all solar , New Mexico ,2017,7,134.55122, New Mexico 20177
Net generation  all solar , New Mexico ,2017,6,148.06152, New Mexico 20176
Net generation  all solar , New Mexico ,2017,5,139.53609, New Mexico 20175
Net generation  all solar , New Mexico ,2017,4,119.21724, New Mexico 20174
Net generation  all solar , New Mexico ,2017,3,119.02011, New Mexico 20173
Net generation  all solar , New Mexico ,2017,2,73.2105, New Mexico 20172
Net generation  all solar , New Mexico ,2017,1,63.67535, New Mexico 20171
Net generation  all solar , New Mexico ,2016,12,65.19982, New Mexico 201612
Net generation  all solar , New Mexico ,2016,11,80.60905, New Mexico 201611
Net generation  all solar , New Mexico ,2016,10,93.36205, New Mexico 201610
Net generation  all solar , New Mexico ,2016,9,94.32887, New Mexico 20169
Net generation  all solar , New Mexico ,2016,8,94.41551, New Mexico 20168
Net generation  all solar , New Mexico ,2016,7,95.42046, New Mexico 20167
Net generation  all solar , New Mexico ,2016,6,89.5224, New Mexico 20166
Net generation  all solar , New Mexico ,2016,5,91.97887, New Mexico 20165
Net generation  all solar , New Mexico ,2016,4,79.51274, New Mexico 20164
Net generation  all solar , New Mexico ,2016,3,76.20402, New Mexico 20163
Net generation  all solar , New Mexico ,2016,2,66.68124, New Mexico 20162
Net generation  all solar , New Mexico ,2016,1,48.58334, New Mexico 20161
Net generation  all solar , New Mexico ,2015,12,52.29883, New Mexico 201512
Net generation  all solar , New Mexico ,2015,11,51.58057, New Mexico 201511
Net generation  all solar , New Mexico ,2015,10,56.05804, New Mexico 201510
Net generation  all solar , New Mexico ,2015,9,64.53783, New Mexico 20159
Net generation  all solar , New Mexico ,2015,8,72.57795, New Mexico 20158
Net generation  all solar , New Mexico ,2015,7,71.05227, New Mexico 20157
Net generation  all solar , New Mexico ,2015,6,74.21084, New Mexico 20156
Net generation  all solar , New Mexico ,2015,5,78.64934, New Mexico 20155
Net generation  all solar , New Mexico ,2015,4,74.54239, New Mexico 20154
Net generation  all solar , New Mexico ,2015,3,64.70474, New Mexico 20153
Net generation  all solar , New Mexico ,2015,2,54.7513, New Mexico 20152
Net generation  all solar , New Mexico ,2015,1,42.33612, New Mexico 20151
Net generation  all solar , New Mexico ,2014,12,46.92076, New Mexico 201412
Net generation  all solar , New Mexico ,2014,11,55.70597, New Mexico 201411
Net generation  all solar , New Mexico ,2014,10,71.23938, New Mexico 201410
Net generation  all solar , New Mexico ,2014,9,67.32455, New Mexico 20149
Net generation  all solar , New Mexico ,2014,8,74.52484, New Mexico 20148
Net generation  all solar , New Mexico ,2014,7,75.83282, New Mexico 20147
Net generation  all solar , New Mexico ,2014,6,89.2696, New Mexico 20146
Net generation  all solar , New Mexico ,2014,5,46.62503, New Mexico 20145
Net generation  all solar , New Mexico ,2014,4,29.61782, New Mexico 20144
Net generation  all solar , New Mexico ,2014,3,29.67031, New Mexico 20143
Net generation  all solar , New Mexico ,2014,2,23.66, New Mexico 20142
Net generation  all solar , New Mexico ,2014,1,24.34842, New Mexico 20141
Net generation  all solar , New York ,2017,7,162.77996, New York 20177
Net generation  all solar , New York ,2017,6,155.25086, New York 20176
Net generation  all solar , New York ,2017,5,150.08019, New York 20175
Net generation  all solar , New York ,2017,4,130.95449, New York 20174
Net generation  all solar , New York ,2017,3,111.67786, New York 20173
Net generation  all solar , New York ,2017,2,80.60319, New York 20172
Net generation  all solar , New York ,2017,1,60.90259, New York 20171
Net generation  all solar , New York ,2016,12,55.51673, New York 201612
Net generation  all solar , New York ,2016,11,61.69011, New York 201611
Net generation  all solar , New York ,2016,10,82.85623, New York 201610
Net generation  all solar , New York ,2016,9,102.37782, New York 20169
Net generation  all solar , New York ,2016,8,118.09182, New York 20168
Net generation  all solar , New York ,2016,7,122.61074, New York 20167
Net generation  all solar , New York ,2016,6,118.29357, New York 20166
Net generation  all solar , New York ,2016,5,108.16477, New York 20165
Net generation  all solar , New York ,2016,4,99.17494, New York 20164
Net generation  all solar , New York ,2016,3,87.44474, New York 20163
Net generation  all solar , New York ,2016,2,61.84713, New York 20162
Net generation  all solar , New York ,2016,1,49.32722, New York 20161
Net generation  all solar , New York ,2015,12,39.05277, New York 201512
Net generation  all solar , New York ,2015,11,41.65675, New York 201511
Net generation  all solar , New York ,2015,10,57.55788, New York 201510
Net generation  all solar , New York ,2015,9,69.7943, New York 20159
Net generation  all solar , New York ,2015,8,78.33191, New York 20158
Net generation  all solar , New York ,2015,7,78.40459, New York 20157
Net generation  all solar , New York ,2015,6,71.00027, New York 20156
Net generation  all solar , New York ,2015,5,73.57446, New York 20155
Net generation  all solar , New York ,2015,4,63.10112, New York 20154
Net generation  all solar , New York ,2015,3,50.10505, New York 20153
Net generation  all solar , New York ,2015,2,35.67303, New York 20152
Net generation  all solar , New York ,2015,1,30.79058, New York 20151
Net generation  all solar , New York ,2014,12,27.64148, New York 201412
Net generation  all solar , New York ,2014,11,27.21462, New York 201411
Net generation  all solar , New York ,2014,10,34.91658, New York 201410
Net generation  all solar , New York ,2014,9,41.62095, New York 20149
Net generation  all solar , New York ,2014,8,45.41905, New York 20148
Net generation  all solar , New York ,2014,7,47.10082, New York 20147
Net generation  all solar , New York ,2014,6,43.77366, New York 20146
Net generation  all solar , New York ,2014,5,40.57042, New York 20145
Net generation  all solar , New York ,2014,4,37.48048, New York 20144
Net generation  all solar , New York ,2014,3,32.42452, New York 20143
Net generation  all solar , New York ,2014,2,23.37267, New York 20142
Net generation  all solar , New York ,2014,1,19.23959, New York 20141
Net generation  all solar , North Carolina ,2017,7,644.12872, North Carolina 20177
Net generation  all solar , North Carolina ,2017,6,695.87484, North Carolina 20176
Net generation  all solar , North Carolina ,2017,5,649.1545, North Carolina 20175
Net generation  all solar , North Carolina ,2017,4,516.26966, North Carolina 20174
Net generation  all solar , North Carolina ,2017,3,475.94909, North Carolina 20173
Net generation  all solar , North Carolina ,2017,2,283.15781, North Carolina 20172
Net generation  all solar , North Carolina ,2017,1,231.36647, North Carolina 20171
Net generation  all solar , North Carolina ,2016,12,220.05542, North Carolina 201612
Net generation  all solar , North Carolina ,2016,11,273.28372, North Carolina 201611
Net generation  all solar , North Carolina ,2016,10,328.19954, North Carolina 201610
Net generation  all solar , North Carolina ,2016,9,393.77772, North Carolina 20169
Net generation  all solar , North Carolina ,2016,8,432.22412, North Carolina 20168
Net generation  all solar , North Carolina ,2016,7,455.46031, North Carolina 20167
Net generation  all solar , North Carolina ,2016,6,414.86935, North Carolina 20166
Net generation  all solar , North Carolina ,2016,5,390.39952, North Carolina 20165
Net generation  all solar , North Carolina ,2016,4,331.87292, North Carolina 20164
Net generation  all solar , North Carolina ,2016,3,324.18864, North Carolina 20163
Net generation  all solar , North Carolina ,2016,2,278.9122, North Carolina 20162
Net generation  all solar , North Carolina ,2016,1,172.37744, North Carolina 20161
Net generation  all solar , North Carolina ,2015,12,141.68096, North Carolina 201512
Net generation  all solar , North Carolina ,2015,11,81.88186, North Carolina 201511
Net generation  all solar , North Carolina ,2015,10,106.4157, North Carolina 201510
Net generation  all solar , North Carolina ,2015,9,115.69968, North Carolina 20159
Net generation  all solar , North Carolina ,2015,8,164.55827, North Carolina 20158
Net generation  all solar , North Carolina ,2015,7,175.09961, North Carolina 20157
Net generation  all solar , North Carolina ,2015,6,159.19652, North Carolina 20156
Net generation  all solar , North Carolina ,2015,5,168.30845, North Carolina 20155
Net generation  all solar , North Carolina ,2015,4,118.17491, North Carolina 20154
Net generation  all solar , North Carolina ,2015,3,102.59484, North Carolina 20153
Net generation  all solar , North Carolina ,2015,2,57.56551, North Carolina 20152
Net generation  all solar , North Carolina ,2015,1,68.81546, North Carolina 20151
Net generation  all solar , North Carolina ,2014,12,59.18738, North Carolina 201412
Net generation  all solar , North Carolina ,2014,11,53.88274, North Carolina 201411
Net generation  all solar , North Carolina ,2014,10,93.92139, North Carolina 201410
Net generation  all solar , North Carolina ,2014,9,74.33618, North Carolina 20149
Net generation  all solar , North Carolina ,2014,8,81.75237, North Carolina 20148
Net generation  all solar , North Carolina ,2014,7,76.56466, North Carolina 20147
Net generation  all solar , North Carolina ,2014,6,74.04232, North Carolina 20146
Net generation  all solar , North Carolina ,2014,5,81.1588, North Carolina 20145
Net generation  all solar , North Carolina ,2014,4,64.37195, North Carolina 20144
Net generation  all solar , North Carolina ,2014,3,62.32756, North Carolina 20143
Net generation  all solar , North Carolina ,2014,2,45.68758, North Carolina 20142
Net generation  all solar , North Carolina ,2014,1,35.72137, North Carolina 20141
Net generation  all solar , North Dakota ,2017,7,0.03992, North Dakota 20177
Net generation  all solar , North Dakota ,2017,6,0.03646, North Dakota 20176
Net generation  all solar , North Dakota ,2017,5,0.03702, North Dakota 20175
Net generation  all solar , North Dakota ,2017,4,0.03589, North Dakota 20174
Net generation  all solar , North Dakota ,2017,3,0.02738, North Dakota 20173
Net generation  all solar , North Dakota ,2017,2,0.01632, North Dakota 20172
Net generation  all solar , North Dakota ,2017,1,0.00993, North Dakota 20171
Net generation  all solar , North Dakota ,2016,12,0.0114, North Dakota 201612
Net generation  all solar , North Dakota ,2016,11,0.01614, North Dakota 201611
Net generation  all solar , North Dakota ,2016,10,0.0207, North Dakota 201610
Net generation  all solar , North Dakota ,2016,9,0.02753, North Dakota 20169
Net generation  all solar , North Dakota ,2016,8,0.03273, North Dakota 20168
Net generation  all solar , North Dakota ,2016,7,0.03527, North Dakota 20167
Net generation  all solar , North Dakota ,2016,6,0.03225, North Dakota 20166
Net generation  all solar , North Dakota ,2016,5,0.0327, North Dakota 20165
Net generation  all solar , North Dakota ,2016,4,0.0311, North Dakota 20164
Net generation  all solar , North Dakota ,2016,3,0.02379, North Dakota 20163
Net generation  all solar , North Dakota ,2016,2,0.01536, North Dakota 20162
Net generation  all solar , North Dakota ,2016,1,0.00933, North Dakota 20161
Net generation  all solar , North Dakota ,2015,12,0.01012, North Dakota 201512
Net generation  all solar , North Dakota ,2015,11,0.01475, North Dakota 201511
Net generation  all solar , North Dakota ,2015,10,0.01958, North Dakota 201510
Net generation  all solar , North Dakota ,2015,9,0.02661, North Dakota 20159
Net generation  all solar , North Dakota ,2015,8,0.03166, North Dakota 20158
Net generation  all solar , North Dakota ,2015,7,0.03411, North Dakota 20157
Net generation  all solar , North Dakota ,2015,6,0.03118, North Dakota 20156
Net generation  all solar , North Dakota ,2015,5,0.03163, North Dakota 20155
Net generation  all solar , North Dakota ,2015,4,0.03098, North Dakota 20154
Net generation  all solar , North Dakota ,2015,3,0.02369, North Dakota 20153
Net generation  all solar , North Dakota ,2015,2,0.01477, North Dakota 20152
Net generation  all solar , North Dakota ,2015,1,0.00928, North Dakota 20151
Net generation  all solar , North Dakota ,2014,12,0.01272, North Dakota 201412
Net generation  all solar , North Dakota ,2014,11,0.01839, North Dakota 201411
Net generation  all solar , North Dakota ,2014,10,0.02475, North Dakota 201410
Net generation  all solar , North Dakota ,2014,9,0.03272, North Dakota 20149
Net generation  all solar , North Dakota ,2014,8,0.03813, North Dakota 20148
Net generation  all solar , North Dakota ,2014,7,0.03962, North Dakota 20147
Net generation  all solar , North Dakota ,2014,6,0.03616, North Dakota 20146
Net generation  all solar , North Dakota ,2014,5,0.03573, North Dakota 20145
Net generation  all solar , North Dakota ,2014,4,0.0349, North Dakota 20144
Net generation  all solar , North Dakota ,2014,3,0.02676, North Dakota 20143
Net generation  all solar , North Dakota ,2014,2,0.01677, North Dakota 20142
Net generation  all solar , North Dakota ,2014,1,0.01067, North Dakota 20141
Net generation  all solar , Ohio ,2017,7,29.30211, Ohio 20177
Net generation  all solar , Ohio ,2017,6,30.35146, Ohio 20176
Net generation  all solar , Ohio ,2017,5,29.1606, Ohio 20175
Net generation  all solar , Ohio ,2017,4,23.6383, Ohio 20174
Net generation  all solar , Ohio ,2017,3,21.61909, Ohio 20173
Net generation  all solar , Ohio ,2017,2,13.87695, Ohio 20172
Net generation  all solar , Ohio ,2017,1,0, Ohio 20171
Net generation  all solar , Ohio ,2016,12,0, Ohio 201612
Net generation  all solar , Ohio ,2016,11,11.77373, Ohio 201611
Net generation  all solar , Ohio ,2016,10,15.50204, Ohio 201610
Net generation  all solar , Ohio ,2016,9,19.22855, Ohio 20169
Net generation  all solar , Ohio ,2016,8,20.78549, Ohio 20168
Net generation  all solar , Ohio ,2016,7,23.15673, Ohio 20167
Net generation  all solar , Ohio ,2016,6,0, Ohio 20166
Net generation  all solar , Ohio ,2016,5,18.84074, Ohio 20165
Net generation  all solar , Ohio ,2016,4,16.29736, Ohio 20164
Net generation  all solar , Ohio ,2016,3,15.79826, Ohio 20163
Net generation  all solar , Ohio ,2016,2,12.85719, Ohio 20162
Net generation  all solar , Ohio ,2016,1,0, Ohio 20161
Net generation  all solar , Ohio ,2015,12,7.6693, Ohio 201512
Net generation  all solar , Ohio ,2015,11,9.06904, Ohio 201511
Net generation  all solar , Ohio ,2015,10,11.7561, Ohio 201510
Net generation  all solar , Ohio ,2015,9,14.21811, Ohio 20159
Net generation  all solar , Ohio ,2015,8,16.48345, Ohio 20158
Net generation  all solar , Ohio ,2015,7,16.82557, Ohio 20157
Net generation  all solar , Ohio ,2015,6,16.84346, Ohio 20156
Net generation  all solar , Ohio ,2015,5,15.64007, Ohio 20155
Net generation  all solar , Ohio ,2015,4,14.61759, Ohio 20154
Net generation  all solar , Ohio ,2015,3,12.5679, Ohio 20153
Net generation  all solar , Ohio ,2015,2,8.52132, Ohio 20152
Net generation  all solar , Ohio ,2015,1,6.92203, Ohio 20151
Net generation  all solar , Ohio ,2014,12,6.74432, Ohio 201412
Net generation  all solar , Ohio ,2014,11,8.71155, Ohio 201411
Net generation  all solar , Ohio ,2014,10,11.54437, Ohio 201410
Net generation  all solar , Ohio ,2014,9,13.64147, Ohio 20149
Net generation  all solar , Ohio ,2014,8,14.67256, Ohio 20148
Net generation  all solar , Ohio ,2014,7,14.90151, Ohio 20147
Net generation  all solar , Ohio ,2014,6,15.31151, Ohio 20146
Net generation  all solar , Ohio ,2014,5,14.18494, Ohio 20145
Net generation  all solar , Ohio ,2014,4,12.61904, Ohio 20144
Net generation  all solar , Ohio ,2014,3,10.95369, Ohio 20143
Net generation  all solar , Ohio ,2014,2,7.20382, Ohio 20142
Net generation  all solar , Ohio ,2014,1,6.13295, Ohio 20141
Net generation  all solar , Oklahoma ,2017,7,1.38039, Oklahoma 20177
Net generation  all solar , Oklahoma ,2017,6,2.9431, Oklahoma 20176
Net generation  all solar , Oklahoma ,2017,5,2.92169, Oklahoma 20175
Net generation  all solar , Oklahoma ,2017,4,2.65734, Oklahoma 20174
Net generation  all solar , Oklahoma ,2017,3,2.41976, Oklahoma 20173
Net generation  all solar , Oklahoma ,2017,2,1.94618, Oklahoma 20172
Net generation  all solar , Oklahoma ,2017,1,0.64804, Oklahoma 20171
Net generation  all solar , Oklahoma ,2016,12,0.60872, Oklahoma 201612
Net generation  all solar , Oklahoma ,2016,11,0.69182, Oklahoma 201611
Net generation  all solar , Oklahoma ,2016,10,0.8632, Oklahoma 201610
Net generation  all solar , Oklahoma ,2016,9,0.94956, Oklahoma 20169
Net generation  all solar , Oklahoma ,2016,8,0.99491, Oklahoma 20168
Net generation  all solar , Oklahoma ,2016,7,1.13084, Oklahoma 20167
Net generation  all solar , Oklahoma ,2016,6,1.05971, Oklahoma 20166
Net generation  all solar , Oklahoma ,2016,5,1.02335, Oklahoma 20165
Net generation  all solar , Oklahoma ,2016,4,0.9797, Oklahoma 20164
Net generation  all solar , Oklahoma ,2016,3,0.93094, Oklahoma 20163
Net generation  all solar , Oklahoma ,2016,2,0.81493, Oklahoma 20162
Net generation  all solar , Oklahoma ,2016,1,0.62128, Oklahoma 20161
Net generation  all solar , Oklahoma ,2015,12,0.47068, Oklahoma 201512
Net generation  all solar , Oklahoma ,2015,11,0.50324, Oklahoma 201511
Net generation  all solar , Oklahoma ,2015,10,0.59161, Oklahoma 201510
Net generation  all solar , Oklahoma ,2015,9,0.76182, Oklahoma 20159
Net generation  all solar , Oklahoma ,2015,8,0.52287, Oklahoma 20158
Net generation  all solar , Oklahoma ,2015,7,0.32261, Oklahoma 20157
Net generation  all solar , Oklahoma ,2015,6,0.29737, Oklahoma 20156
Net generation  all solar , Oklahoma ,2015,5,0.28508, Oklahoma 20155
